n,x_q31_in,y_float,y_fixed,err
2878,3.3817258757e-01,3.3817258757e-01,3.3817258757e-01,0.0000000000e+00
2879,3.3689846238e-01,3.3689846238e-01,3.3689846238e-01,0.0000000000e+00
2880,3.3562019467e-01,3.3562019467e-01,3.3562019467e-01,0.0000000000e+00
2881,3.3433779841e-01,3.3433779841e-01,3.3433779841e-01,0.0000000000e+00
2882,3.3305128757e-01,3.3305128757e-01,3.3305128757e-01,0.0000000000e+00
2883,3.3176067658e-01,3.3176067658e-01,3.3176067658e-01,0.0000000000e+00
2884,3.3046597941e-01,3.3046597941e-01,3.3046597941e-01,0.0000000000e+00
2885,3.2916721050e-01,3.2916721050e-01,3.2916721050e-01,0.0000000000e+00
2886,3.2786438474e-01,3.2786438474e-01,3.2786438474e-01,0.0000000000e+00
2887,3.2655751565e-01,3.2655751565e-01,3.2655751565e-01,0.0000000000e+00
2888,3.2524661813e-01,3.2524661813e-01,3.2524661813e-01,0.0000000000e+00
2889,3.2393170660e-01,3.2393170660e-01,3.2393170660e-01,0.0000000000e+00
2890,3.2261279598e-01,3.2261279598e-01,3.2261279598e-01,0.0000000000e+00
2891,3.2128990069e-01,3.2128990069e-01,3.2128990069e-01,0.0000000000e+00
2892,3.1996303517e-01,3.1996303517e-01,3.1996303517e-01,0.0000000000e+00
2893,3.1863221480e-01,3.1863221480e-01,3.1863221480e-01,0.0000000000e+00
2894,3.1729745353e-01,3.1729745353e-01,3.1729745353e-01,0.0000000000e+00
2895,3.1595876720e-01,3.1595876720e-01,3.1595876720e-01,0.0000000000e+00
2896,3.1461616978e-01,3.1461616978e-01,3.1461616978e-01,0.0000000000e+00
2897,3.1326967664e-01,3.1326967664e-01,3.1326967664e-01,0.0000000000e+00
2898,3.1191930315e-01,3.1191930315e-01,3.1191930315e-01,0.0000000000e+00
2899,3.1056506373e-01,3.1056506373e-01,3.1056506373e-01,0.0000000000e+00
2900,3.0920697423e-01,3.0920697423e-01,3.0920697423e-01,0.0000000000e+00
2901,3.0784504907e-01,3.0784504907e-01,3.0784504907e-01,0.0000000000e+00
2902,3.0647930410e-01,3.0647930410e-01,3.0647930410e-01,0.0000000000e+00
2903,3.0510975420e-01,3.0510975420e-01,3.0510975420e-01,0.0000000000e+00
2904,3.0373641523e-01,3.0373641523e-01,3.0373641523e-01,0.0000000000e+00
2905,3.0235930160e-01,3.0235930160e-01,3.0235930160e-01,0.0000000000e+00
2906,3.0097843008e-01,3.0097843008e-01,3.0097843008e-01,0.0000000000e+00
2907,2.9959381511e-01,2.9959381511e-01,2.9959381511e-01,0.0000000000e+00
2908,2.9820547299e-01,2.9820547299e-01,2.9820547299e-01,0.0000000000e+00
2909,2.9681341862e-01,2.9681341862e-01,2.9681341862e-01,0.0000000000e+00
2910,2.9541766783e-01,2.9541766783e-01,2.9541766783e-01,0.0000000000e+00
2911,2.9401823692e-01,2.9401823692e-01,2.9401823692e-01,0.0000000000e+00
2912,2.9261514125e-01,2.9261514125e-01,2.9261514125e-01,0.0000000000e+00
2913,2.9120839667e-01,2.9120839667e-01,2.9120839667e-01,0.0000000000e+00
2914,2.8979801852e-01,2.8979801852e-01,2.8979801852e-01,0.0000000000e+00
2915,2.8838402359e-01,2.8838402359e-01,2.8838402359e-01,0.0000000000e+00
2916,2.8696642770e-01,2.8696642770e-01,2.8696642770e-01,0.0000000000e+00
2917,2.8554524621e-01,2.8554524621e-01,2.8554524621e-01,0.0000000000e+00
2918,2.8412049590e-01,2.8412049590e-01,2.8412049590e-01,0.0000000000e+00
2919,2.8269219212e-01,2.8269219212e-01,2.8269219212e-01,0.0000000000e+00
2920,2.8126035212e-01,2.8126035212e-01,2.8126035212e-01,0.0000000000e+00
2921,2.7982499124e-01,2.7982499124e-01,2.7982499124e-01,0.0000000000e+00
2922,2.7838612627e-01,2.7838612627e-01,2.7838612627e-01,0.0000000000e+00
2923,2.7694377350e-01,2.7694377350e-01,2.7694377350e-01,0.0000000000e+00
2924,2.7549794875e-01,2.7549794875e-01,2.7549794875e-01,0.0000000000e+00
2925,2.7404866926e-01,2.7404866926e-01,2.7404866926e-01,0.0000000000e+00
2926,2.7259595040e-01,2.7259595040e-01,2.7259595040e-01,0.0000000000e+00
2927,2.7113980986e-01,2.7113980986e-01,2.7113980986e-01,0.0000000000e+00
2928,2.6968026394e-01,2.6968026394e-01,2.6968026394e-01,0.0000000000e+00
2929,2.6821732847e-01,2.6821732847e-01,2.6821732847e-01,0.0000000000e+00
2930,2.6675102115e-01,2.6675102115e-01,2.6675102115e-01,0.0000000000e+00
2931,2.6528135827e-01,2.6528135827e-01,2.6528135827e-01,0.0000000000e+00
2932,2.6380835660e-01,2.6380835660e-01,2.6380835660e-01,0.0000000000e+00
2933,2.6233203243e-01,2.6233203243e-01,2.6233203243e-01,0.0000000000e+00
2934,2.6085240394e-01,2.6085240394e-01,2.6085240394e-01,0.0000000000e+00
2935,2.5936948648e-01,2.5936948648e-01,2.5936948648e-01,0.0000000000e+00
2936,2.5788329821e-01,2.5788329821e-01,2.5788329821e-01,0.0000000000e+00
2937,2.5639385590e-01,2.5639385590e-01,2.5639385590e-01,0.0000000000e+00
2938,2.5490117632e-01,2.5490117632e-01,2.5490117632e-01,0.0000000000e+00
2939,2.5340527669e-01,2.5340527669e-01,2.5340527669e-01,0.0000000000e+00
2940,2.5190617377e-01,2.5190617377e-01,2.5190617377e-01,0.0000000000e+00
2941,2.5040388573e-01,2.5040388573e-01,2.5040388573e-01,0.0000000000e+00
2942,2.4889842886e-01,2.4889842886e-01,2.4889842886e-01,0.0000000000e+00
2943,2.4738982087e-01,2.4738982087e-01,2.4738982087e-01,0.0000000000e+00
2944,2.4587807897e-01,2.4587807897e-01,2.4587807897e-01,0.0000000000e+00
2945,2.4436322087e-01,2.4436322087e-01,2.4436322087e-01,0.0000000000e+00
2946,2.4284526380e-01,2.4284526380e-01,2.4284526380e-01,0.0000000000e+00
2947,2.4132422544e-01,2.4132422544e-01,2.4132422544e-01,0.0000000000e+00
2948,2.3980012257e-01,2.3980012257e-01,2.3980012257e-01,0.0000000000e+00
2949,2.3827297380e-01,2.3827297380e-01,2.3827297380e-01,0.0000000000e+00
2950,2.3674279591e-01,2.3674279591e-01,2.3674279591e-01,0.0000000000e+00
2951,2.3520960705e-01,2.3520960705e-01,2.3520960705e-01,0.0000000000e+00
2952,2.3367342446e-01,2.3367342446e-01,2.3367342446e-01,0.0000000000e+00
2953,2.3213426676e-01,2.3213426676e-01,2.3213426676e-01,0.0000000000e+00
2954,2.3059215071e-01,2.3059215071e-01,2.3059215071e-01,0.0000000000e+00
2955,2.2904709494e-01,2.2904709494e-01,2.2904709494e-01,0.0000000000e+00
2956,2.2749911714e-01,2.2749911714e-01,2.2749911714e-01,0.0000000000e+00
2957,2.2594823502e-01,2.2594823502e-01,2.2594823502e-01,0.0000000000e+00
2958,2.2439446626e-01,2.2439446626e-01,2.2439446626e-01,0.0000000000e+00
2959,2.2283782996e-01,2.2283782996e-01,2.2283782996e-01,0.0000000000e+00
2960,2.2127834288e-01,2.2127834288e-01,2.2127834288e-01,0.0000000000e+00
2961,2.1971602412e-01,2.1971602412e-01,2.1971602412e-01,0.0000000000e+00
2962,2.1815089136e-01,2.1815089136e-01,2.1815089136e-01,0.0000000000e+00
2963,2.1658296324e-01,2.1658296324e-01,2.1658296324e-01,0.0000000000e+00
2964,2.1501225745e-01,2.1501225745e-01,2.1501225745e-01,0.0000000000e+00
2965,2.1343879215e-01,2.1343879215e-01,2.1343879215e-01,0.0000000000e+00
2966,2.1186258644e-01,2.1186258644e-01,2.1186258644e-01,0.0000000000e+00
2967,2.1028365800e-01,2.1028365800e-01,2.1028365800e-01,0.0000000000e+00
2968,2.0870202547e-01,2.0870202547e-01,2.0870202547e-01,0.0000000000e+00
2969,2.0711770747e-01,2.0711770747e-01,2.0711770747e-01,0.0000000000e+00
2970,2.0553072216e-01,2.0553072216e-01,2.0553072216e-01,0.0000000000e+00
2971,2.0394108817e-01,2.0394108817e-01,2.0394108817e-01,0.0000000000e+00
2972,2.0234882459e-01,2.0234882459e-01,2.0234882459e-01,0.0000000000e+00
2973,2.0075394912e-01,2.0075394912e-01,2.0075394912e-01,0.0000000000e+00
2974,1.9915648084e-01,1.9915648084e-01,1.9915648084e-01,0.0000000000e+00
2975,1.9755643886e-01,1.9755643886e-01,1.9755643886e-01,0.0000000000e+00
2976,1.9595384086e-01,1.9595384086e-01,1.9595384086e-01,0.0000000000e+00
2977,1.9434870686e-01,1.9434870686e-01,1.9434870686e-01,0.0000000000e+00
2978,1.9274105504e-01,1.9274105504e-01,1.9274105504e-01,0.0000000000e+00
2979,1.9113090402e-01,1.9113090402e-01,1.9113090402e-01,0.0000000000e+00
2980,1.8951827334e-01,1.8951827334e-01,1.8951827334e-01,0.0000000000e+00
2981,1.8790318118e-01,1.8790318118e-01,1.8790318118e-01,0.0000000000e+00
2982,1.8628564710e-01,1.8628564710e-01,1.8628564710e-01,0.0000000000e+00
2983,1.8466568971e-01,1.8466568971e-01,1.8466568971e-01,0.0000000000e+00
2984,1.8304332858e-01,1.8304332858e-01,1.8304332858e-01,0.0000000000e+00
2985,1.8141858233e-01,1.8141858233e-01,1.8141858233e-01,0.0000000000e+00
2986,1.7979147052e-01,1.7979147052e-01,1.7979147052e-01,0.0000000000e+00
2987,1.7816201178e-01,1.7816201178e-01,1.7816201178e-01,0.0000000000e+00
2988,1.7653022567e-01,1.7653022567e-01,1.7653022567e-01,0.0000000000e+00
2989,1.7489613127e-01,1.7489613127e-01,1.7489613127e-01,0.0000000000e+00
2990,1.7325974768e-01,1.7325974768e-01,1.7325974768e-01,0.0000000000e+00
2991,1.7162109492e-01,1.7162109492e-01,1.7162109492e-01,0.0000000000e+00
2992,1.6998019163e-01,1.6998019163e-01,1.6998019163e-01,0.0000000000e+00
2993,1.6833705734e-01,1.6833705734e-01,1.6833705734e-01,0.0000000000e+00
2994,1.6669171210e-01,1.6669171210e-01,1.6669171210e-01,0.0000000000e+00
2995,1.6504417453e-01,1.6504417453e-01,1.6504417453e-01,0.0000000000e+00
2996,1.6339446418e-01,1.6339446418e-01,1.6339446418e-01,0.0000000000e+00
2997,1.6174260154e-01,1.6174260154e-01,1.6174260154e-01,0.0000000000e+00
2998,1.6008860525e-01,1.6008860525e-01,1.6008860525e-01,0.0000000000e+00
2999,1.5843249485e-01,1.5843249485e-01,1.5843249485e-01,0.0000000000e+00
3000,1.5677429084e-01,1.5677429084e-01,1.5677429084e-01,0.0000000000e+00
3001,1.5511401184e-01,1.5511401184e-01,1.5511401184e-01,0.0000000000e+00
3002,1.5345167834e-01,1.5345167834e-01,1.5345167834e-01,0.0000000000e+00
3003,1.5178731037e-01,1.5178731037e-01,1.5178731037e-01,0.0000000000e+00
3004,1.5012092656e-01,1.5012092656e-01,1.5012092656e-01,0.0000000000e+00
3005,1.4845254738e-01,1.4845254738e-01,1.4845254738e-01,0.0000000000e+00
3006,1.4678219287e-01,1.4678219287e-01,1.4678219287e-01,0.0000000000e+00
3007,1.4510988258e-01,1.4510988258e-01,1.4510988258e-01,0.0000000000e+00
3008,1.4343563700e-01,1.4343563700e-01,1.4343563700e-01,0.0000000000e+00
3009,1.4175947523e-01,1.4175947523e-01,1.4175947523e-01,0.0000000000e+00
3010,1.4008141775e-01,1.4008141775e-01,1.4008141775e-01,0.0000000000e+00
3011,1.3840148458e-01,1.3840148458e-01,1.3840148458e-01,0.0000000000e+00
3012,1.3671969529e-01,1.3671969529e-01,1.3671969529e-01,0.0000000000e+00
3013,1.3503607083e-01,1.3503607083e-01,1.3503607083e-01,0.0000000000e+00
3014,1.3335063076e-01,1.3335063076e-01,1.3335063076e-01,0.0000000000e+00
3015,1.3166339509e-01,1.3166339509e-01,1.3166339509e-01,0.0000000000e+00
3016,1.2997438433e-01,1.2997438433e-01,1.2997438433e-01,0.0000000000e+00
3017,1.2828361848e-01,1.2828361848e-01,1.2828361848e-01,0.0000000000e+00
3018,1.2659111805e-01,1.2659111805e-01,1.2659111805e-01,0.0000000000e+00
3019,1.2489690306e-01,1.2489690306e-01,1.2489690306e-01,0.0000000000e+00
3020,1.2320099398e-01,1.2320099398e-01,1.2320099398e-01,0.0000000000e+00
3021,1.2150341133e-01,1.2150341133e-01,1.2150341133e-01,0.0000000000e+00
3022,1.1980417464e-01,1.1980417464e-01,1.1980417464e-01,0.0000000000e+00
3023,1.1810330534e-01,1.1810330534e-01,1.1810330534e-01,0.0000000000e+00
3024,1.1640082300e-01,1.1640082300e-01,1.1640082300e-01,0.0000000000e+00
3025,1.1469674855e-01,1.1469674855e-01,1.1469674855e-01,0.0000000000e+00
3026,1.1299110251e-01,1.1299110251e-01,1.1299110251e-01,0.0000000000e+00
3027,1.1128390534e-01,1.1128390534e-01,1.1128390534e-01,0.0000000000e+00
3028,1.0957517754e-01,1.0957517754e-01,1.0957517754e-01,0.0000000000e+00
3029,1.0786493961e-01,1.0786493961e-01,1.0786493961e-01,0.0000000000e+00
3030,1.0615321249e-01,1.0615321249e-01,1.0615321249e-01,0.0000000000e+00
3031,1.0444001621e-01,1.0444001621e-01,1.0444001621e-01,0.0000000000e+00
3032,1.0272537172e-01,1.0272537172e-01,1.0272537172e-01,0.0000000000e+00
3033,1.0100929951e-01,1.0100929951e-01,1.0100929951e-01,0.0000000000e+00
3034,9.9291821010e-02,9.9291821010e-02,9.9291821010e-02,0.0000000000e+00
3035,9.7572956234e-02,9.7572956234e-02,9.7572956234e-02,0.0000000000e+00
3036,9.5852726139e-02,9.5852726139e-02,9.5852726139e-02,0.0000000000e+00
3037,9.4131151680e-02,9.4131151680e-02,9.4131151680e-02,0.0000000000e+00
3038,9.2408253346e-02,9.2408253346e-02,9.2408253346e-02,0.0000000000e+00
3039,9.0684052091e-02,9.0684052091e-02,9.0684052091e-02,0.0000000000e+00
3040,8.8958569337e-02,8.8958569337e-02,8.8958569337e-02,0.0000000000e+00
3041,8.7231825106e-02,8.7231825106e-02,8.7231825106e-02,0.0000000000e+00
3042,8.5503840819e-02,8.5503840819e-02,8.5503840819e-02,0.0000000000e+00
3043,8.3774637897e-02,8.3774637897e-02,8.3774637897e-02,0.0000000000e+00
3044,8.2044235896e-02,8.2044235896e-02,8.2044235896e-02,0.0000000000e+00
3045,8.0312657170e-02,8.0312657170e-02,8.0312657170e-02,0.0000000000e+00
3046,7.8579922672e-02,7.8579922672e-02,7.8579922672e-02,0.0000000000e+00
3047,7.6846052427e-02,7.6846052427e-02,7.6846052427e-02,0.0000000000e+00
3048,7.5111068320e-02,7.5111068320e-02,7.5111068320e-02,0.0000000000e+00
3049,7.3374991305e-02,7.3374991305e-02,7.3374991305e-02,0.0000000000e+00
3050,7.1637842339e-02,7.1637842339e-02,7.1637842339e-02,0.0000000000e+00
3051,6.9899642840e-02,6.9899642840e-02,6.9899642840e-02,0.0000000000e+00
3052,6.8160413764e-02,6.8160413764e-02,6.8160413764e-02,0.0000000000e+00
3053,6.6420176532e-02,6.6420176532e-02,6.6420176532e-02,0.0000000000e+00
3054,6.4678951632e-02,6.4678951632e-02,6.4678951632e-02,0.0000000000e+00
3055,6.2936761416e-02,6.2936761416e-02,6.2936761416e-02,0.0000000000e+00
3056,6.1193626374e-02,6.1193626374e-02,6.1193626374e-02,0.0000000000e+00
3057,5.9449567925e-02,5.9449567925e-02,5.9449567925e-02,0.0000000000e+00
3058,5.7704607490e-02,5.7704607490e-02,5.7704607490e-02,0.0000000000e+00
3059,5.5958766490e-02,5.5958766490e-02,5.5958766490e-02,0.0000000000e+00
3060,5.4212065879e-02,5.4212065879e-02,5.4212065879e-02,0.0000000000e+00
3061,5.2464527544e-02,5.2464527544e-02,5.2464527544e-02,0.0000000000e+00
3062,5.0716172438e-02,5.0716172438e-02,5.0716172438e-02,0.0000000000e+00
3063,4.8967021983e-02,4.8967021983e-02,4.8967021983e-02,0.0000000000e+00
3064,4.7217098065e-02,4.7217098065e-02,4.7217098065e-02,0.0000000000e+00
3065,4.5466421638e-02,4.5466421638e-02,4.5466421638e-02,0.0000000000e+00
3066,4.3715014122e-02,4.3715014122e-02,4.3715014122e-02,0.0000000000e+00
3067,4.1962897405e-02,4.1962897405e-02,4.1962897405e-02,0.0000000000e+00
3068,4.0210092906e-02,4.0210092906e-02,4.0210092906e-02,0.0000000000e+00
3069,3.8456622045e-02,3.8456622045e-02,3.8456622045e-02,0.0000000000e+00
3070,3.6702506244e-02,3.6702506244e-02,3.6702506244e-02,0.0000000000e+00
3071,3.4947766922e-02,3.4947766922e-02,3.4947766922e-02,0.0000000000e+00
3072,3.3192426432e-02,3.3192426432e-02,3.3192426432e-02,0.0000000000e+00
3073,3.1436505727e-02,3.1436505727e-02,3.1436505727e-02,0.0000000000e+00
3074,2.9680026695e-02,2.9680026695e-02,2.9680026695e-02,0.0000000000e+00
3075,2.7923010290e-02,2.7923010290e-02,2.7923010290e-02,0.0000000000e+00
3076,2.6165479328e-02,2.6165479328e-02,2.6165479328e-02,0.0000000000e+00
3077,2.4407454301e-02,2.4407454301e-02,2.4407454301e-02,0.0000000000e+00
3078,2.2648958024e-02,2.2648958024e-02,2.2648958024e-02,0.0000000000e+00
3079,2.0890011452e-02,2.0890011452e-02,2.0890011452e-02,0.0000000000e+00
3080,1.9130636007e-02,1.9130636007e-02,1.9130636007e-02,0.0000000000e+00
3081,1.7370854504e-02,1.7370854504e-02,1.7370854504e-02,0.0000000000e+00
3082,1.5610687435e-02,1.5610687435e-02,1.5610687435e-02,1.3877787808e-17
3083,1.3850157615e-02,1.3850157615e-02,1.3850157615e-02,0.0000000000e+00
3084,1.2089286465e-02,1.2089286465e-02,1.2089286465e-02,0.0000000000e+00
3085,1.0328095406e-02,1.0328095406e-02,1.0328095406e-02,0.0000000000e+00
3086,8.5666067898e-03,8.5666067898e-03,8.5666067898e-03,0.0000000000e+00
3087,6.8048420362e-03,6.8048420362e-03,6.8048420362e-03,0.0000000000e+00
3088,5.0428230315e-03,5.0428230315e-03,5.0428230315e-03,-1.3877787808e-17
3089,3.2805721276e-03,3.2805721276e-03,3.2805721276e-03,0.0000000000e+00
3090,1.5181102790e-03,1.5181102790e-03,1.5181102790e-03,1.3877787808e-17
3091,-2.4453923106e-04,-2.4453923106e-04,-2.4453923106e-04,0.0000000000e+00
3092,-2.0073559135e-03,-2.0073559135e-03,-2.0073559135e-03,-1.3877787808e-17
3093,-3.7703178823e-03,-3.7703178823e-03,-3.7703178823e-03,0.0000000000e+00
3094,-5.5334023200e-03,-5.5334023200e-03,-5.5334023200e-03,0.0000000000e+00
3095,-7.2965878062e-03,-7.2965878062e-03,-7.2965878062e-03,-1.3877787808e-17
3096,-9.0598519892e-03,-9.0598519892e-03,-9.0598519892e-03,-4.1633363423e-17
3097,-1.0823173448e-02,-1.0823173448e-02,-1.0823173448e-02,0.0000000000e+00
3098,-1.2586530298e-02,-1.2586530298e-02,-1.2586530298e-02,1.3877787808e-17
3099,-1.4349899720e-02,-1.4349899720e-02,-1.4349899720e-02,0.0000000000e+00
3100,-1.6113260761e-02,-1.6113260761e-02,-1.6113260761e-02,0.0000000000e+00
3101,-1.7876590602e-02,-1.7876590602e-02,-1.7876590602e-02,-1.3877787808e-17
3102,-1.9639867824e-02,-1.9639867824e-02,-1.9639867824e-02,2.7755575616e-17
3103,-2.1403070539e-02,-2.1403070539e-02,-2.1403070539e-02,1.3877787808e-17
3104,-2.3166175932e-02,-2.3166175932e-02,-2.3166175932e-02,0.0000000000e+00
3105,-2.4929162115e-02,-2.4929162115e-02,-2.4929162115e-02,-1.3877787808e-17
3106,-2.6692008134e-02,-2.6692008134e-02,-2.6692008134e-02,0.0000000000e+00
3107,-2.8454690706e-02,-2.8454690706e-02,-2.8454690706e-02,1.3877787808e-17
3108,-3.0217187945e-02,-3.0217187945e-02,-3.0217187945e-02,0.0000000000e+00
3109,-3.1979478430e-02,-3.1979478430e-02,-3.1979478430e-02,-1.3877787808e-17
3110,-3.3741539810e-02,-3.3741539810e-02,-3.3741539810e-02,-1.3877787808e-17
3111,-3.5503349733e-02,-3.5503349733e-02,-3.5503349733e-02,1.3877787808e-17
3112,-3.7264886778e-02,-3.7264886778e-02,-3.7264886778e-02,2.7755575616e-17
3113,-3.9026127663e-02,-3.9026127663e-02,-3.9026127663e-02,1.3877787808e-17
3114,-4.0787051432e-02,-4.0787051432e-02,-4.0787051432e-02,1.3877787808e-17
3115,-4.2547635268e-02,-4.2547635268e-02,-4.2547635268e-02,0.0000000000e+00
3116,-4.4307857752e-02,-4.4307857752e-02,-4.4307857752e-02,0.0000000000e+00
3117,-4.6067696065e-02,-4.6067696065e-02,-4.6067696065e-02,-2.0816681712e-17
3118,-4.7827128321e-02,-4.7827128321e-02,-4.7827128321e-02,-1.3877787808e-17
3119,-4.9586132169e-02,-4.9586132169e-02,-4.9586132169e-02,1.3877787808e-17
3120,-5.1344686188e-02,-5.1344686188e-02,-5.1344686188e-02,-6.9388939039e-18
3121,-5.3102767561e-02,-5.3102767561e-02,-5.3102767561e-02,-6.9388939039e-18
3122,-5.4860354401e-02,-5.4860354401e-02,-5.4860354401e-02,-1.3877787808e-17
3123,-5.6617424358e-02,-5.6617424358e-02,-5.6617424358e-02,6.9388939039e-18
3124,-5.8373955544e-02,-5.8373955544e-02,-5.8373955544e-02,6.9388939039e-18
3125,-6.0129925609e-02,-6.0129925609e-02,-6.0129925609e-02,-6.9388939039e-18
3126,-6.1885312200e-02,-6.1885312200e-02,-6.1885312200e-02,0.0000000000e+00
3127,-6.3640093897e-02,-6.3640093897e-02,-6.3640093897e-02,2.7755575616e-17
3128,-6.5394247882e-02,-6.5394247882e-02,-6.5394247882e-02,2.7755575616e-17
3129,-6.7147751804e-02,-6.7147751804e-02,-6.7147751804e-02,0.0000000000e+00
3130,-6.8900584243e-02,-6.8900584243e-02,-6.8900584243e-02,-2.7755575616e-17
3131,-7.0652722381e-02,-7.0652722381e-02,-7.0652722381e-02,-2.7755575616e-17
3132,-7.2404144332e-02,-7.2404144332e-02,-7.2404144332e-02,-2.7755575616e-17
3133,-7.4154827744e-02,-7.4154827744e-02,-7.4154827744e-02,0.0000000000e+00
3134,-7.5904750731e-02,-7.5904750731e-02,-7.5904750731e-02,0.0000000000e+00
3135,-7.7653890476e-02,-7.7653890476e-02,-7.7653890476e-02,0.0000000000e+00
3136,-7.9402225558e-02,-7.9402225558e-02,-7.9402225558e-02,0.0000000000e+00
3137,-8.1149733625e-02,-8.1149733625e-02,-8.1149733625e-02,0.0000000000e+00
3138,-8.2896391861e-02,-8.2896391861e-02,-8.2896391861e-02,1.3877787808e-17
3139,-8.4642178845e-02,-8.4642178845e-02,-8.4642178845e-02,0.0000000000e+00
3140,-8.6387072224e-02,-8.6387072224e-02,-8.6387072224e-02,-2.7755575616e-17
3141,-8.8131049182e-02,-8.8131049182e-02,-8.8131049182e-02,-2.7755575616e-17
3142,-8.9874088764e-02,-8.9874088764e-02,-8.9874088764e-02,0.0000000000e+00
3143,-9.1616167221e-02,-9.1616167221e-02,-9.1616167221e-02,0.0000000000e+00
3144,-9.3357263599e-02,-9.3357263599e-02,-9.3357263599e-02,1.3877787808e-17
3145,-9.5097355545e-02,-9.5097355545e-02,-9.5097355545e-02,1.3877787808e-17
3146,-9.6836420707e-02,-9.6836420707e-02,-9.6836420707e-02,2.7755575616e-17
3147,-9.8574436270e-02,-9.8574436270e-02,-9.8574436270e-02,4.1633363423e-17
3148,-1.0031138128e-01,-1.0031138128e-01,-1.0031138128e-01,4.1633363423e-17
3149,-1.0204723245e-01,-1.0204723245e-01,-1.0204723245e-01,2.7755575616e-17
3150,-1.0378196836e-01,-1.0378196836e-01,-1.0378196836e-01,0.0000000000e+00
3151,-1.0551556665e-01,-1.0551556665e-01,-1.0551556665e-01,-1.3877787808e-17
3152,-1.0724800499e-01,-1.0724800499e-01,-1.0724800499e-01,-1.3877787808e-17
3153,-1.0897926148e-01,-1.0897926148e-01,-1.0897926148e-01,-1.3877787808e-17
3154,-1.1070931377e-01,-1.1070931377e-01,-1.1070931377e-01,0.0000000000e+00
3155,-1.1243813951e-01,-1.1243813951e-01,-1.1243813951e-01,0.0000000000e+00
3156,-1.1416571727e-01,-1.1416571727e-01,-1.1416571727e-01,1.3877787808e-17
3157,-1.1589202425e-01,-1.1589202425e-01,-1.1589202425e-01,2.7755575616e-17
3158,-1.1761703854e-01,-1.1761703854e-01,-1.1761703854e-01,5.5511151231e-17
3159,-1.1934073782e-01,-1.1934073782e-01,-1.1934073782e-01,5.5511151231e-17
3160,-1.2106310064e-01,-1.2106310064e-01,-1.2106310064e-01,5.5511151231e-17
3161,-1.2278410420e-01,-1.2278410420e-01,-1.2278410420e-01,1.3877787808e-17
3162,-1.2450372614e-01,-1.2450372614e-01,-1.2450372614e-01,-1.3877787808e-17
3163,-1.2622194551e-01,-1.2622194551e-01,-1.2622194551e-01,0.0000000000e+00
3164,-1.2793873902e-01,-1.2793873902e-01,-1.2793873902e-01,0.0000000000e+00
3165,-1.2965408526e-01,-1.2965408526e-01,-1.2965408526e-01,-2.7755575616e-17
3166,-1.3136796234e-01,-1.3136796234e-01,-1.3136796234e-01,-2.7755575616e-17
3167,-1.3308034744e-01,-1.3308034744e-01,-1.3308034744e-01,-5.5511151231e-17
3168,-1.3479121914e-01,-1.3479121914e-01,-1.3479121914e-01,0.0000000000e+00
3169,-1.3650055509e-01,-1.3650055509e-01,-1.3650055509e-01,0.0000000000e+00
3170,-1.3820833340e-01,-1.3820833340e-01,-1.3820833340e-01,0.0000000000e+00
3171,-1.3991453173e-01,-1.3991453173e-01,-1.3991453173e-01,-2.7755575616e-17
3172,-1.4161912818e-01,-1.4161912818e-01,-1.4161912818e-01,0.0000000000e+00
3173,-1.4332210086e-01,-1.4332210086e-01,-1.4332210086e-01,0.0000000000e+00
3174,-1.4502342790e-01,-1.4502342790e-01,-1.4502342790e-01,5.5511151231e-17
3175,-1.4672308741e-01,-1.4672308741e-01,-1.4672308741e-01,5.5511151231e-17
3176,-1.4842105657e-01,-1.4842105657e-01,-1.4842105657e-01,5.5511151231e-17
3177,-1.5011731442e-01,-1.5011731442e-01,-1.5011731442e-01,2.7755575616e-17
3178,-1.5181183815e-01,-1.5181183815e-01,-1.5181183815e-01,0.0000000000e+00
3179,-1.5350460634e-01,-1.5350460634e-01,-1.5350460634e-01,0.0000000000e+00
3180,-1.5519559709e-01,-1.5519559709e-01,-1.5519559709e-01,0.0000000000e+00
3181,-1.5688478807e-01,-1.5688478807e-01,-1.5688478807e-01,0.0000000000e+00
3182,-1.5857215784e-01,-1.5857215784e-01,-1.5857215784e-01,-2.7755575616e-17
3183,-1.6025768407e-01,-1.6025768407e-01,-1.6025768407e-01,-2.7755575616e-17
3184,-1.6194134532e-01,-1.6194134532e-01,-1.6194134532e-01,-5.5511151231e-17
3185,-1.6362311924e-01,-1.6362311924e-01,-1.6362311924e-01,-2.7755575616e-17
3186,-1.6530298395e-01,-1.6530298395e-01,-1.6530298395e-01,0.0000000000e+00
3187,-1.6698091803e-01,-1.6698091803e-01,-1.6698091803e-01,2.7755575616e-17
3188,-1.6865689959e-01,-1.6865689959e-01,-1.6865689959e-01,0.0000000000e+00
3189,-1.7033090675e-01,-1.7033090675e-01,-1.7033090675e-01,0.0000000000e+00
3190,-1.7200291716e-01,-1.7200291716e-01,-1.7200291716e-01,0.0000000000e+00
3191,-1.7367290985e-01,-1.7367290985e-01,-1.7367290985e-01,2.7755575616e-17
3192,-1.7534086248e-01,-1.7534086248e-01,-1.7534086248e-01,2.7755575616e-17
3193,-1.7700675363e-01,-1.7700675363e-01,-1.7700675363e-01,-2.7755575616e-17
3194,-1.7867056141e-01,-1.7867056141e-01,-1.7867056141e-01,-5.5511151231e-17
