n,x_q31_in,y_float,y_fixed,err
1405,-3.5766224703e-01,-3.5766224703e-01,-3.5766224703e-01,0.0000000000e+00
1406,-3.5870790528e-01,-3.5870790528e-01,-3.5870790528e-01,0.0000000000e+00
1407,-3.5975044128e-01,-3.5975044128e-01,-3.5975044128e-01,0.0000000000e+00
1408,-3.6078984430e-01,-3.6078984430e-01,-3.6078984430e-01,0.0000000000e+00
1409,-3.6182610458e-01,-3.6182610458e-01,-3.6182610458e-01,0.0000000000e+00
1410,-3.6285921140e-01,-3.6285921140e-01,-3.6285921140e-01,0.0000000000e+00
1411,-3.6388915498e-01,-3.6388915498e-01,-3.6388915498e-01,0.0000000000e+00
1412,-3.6491592461e-01,-3.6491592461e-01,-3.6491592461e-01,0.0000000000e+00
1413,-3.6593951052e-01,-3.6593951052e-01,-3.6593951052e-01,0.0000000000e+00
1414,-3.6695990199e-01,-3.6695990199e-01,-3.6695990199e-01,0.0000000000e+00
1415,-3.6797708971e-01,-3.6797708971e-01,-3.6797708971e-01,0.0000000000e+00
1416,-3.6899106344e-01,-3.6899106344e-01,-3.6899106344e-01,0.0000000000e+00
1417,-3.7000181247e-01,-3.7000181247e-01,-3.7000181247e-01,0.0000000000e+00
1418,-3.7100932701e-01,-3.7100932701e-01,-3.7100932701e-01,5.5511151231e-17
1419,-3.7201359728e-01,-3.7201359728e-01,-3.7201359728e-01,5.5511151231e-17
1420,-3.7301461352e-01,-3.7301461352e-01,-3.7301461352e-01,5.5511151231e-17
1421,-3.7401236501e-01,-3.7401236501e-01,-3.7401236501e-01,0.0000000000e+00
1422,-3.7500684196e-01,-3.7500684196e-01,-3.7500684196e-01,-1.1102230246e-16
1423,-3.7599803507e-01,-3.7599803507e-01,-3.7599803507e-01,-5.5511151231e-17
1424,-3.7698593410e-01,-3.7698593410e-01,-3.7698593410e-01,0.0000000000e+00
1425,-3.7797052879e-01,-3.7797052879e-01,-3.7797052879e-01,-5.5511151231e-17
1426,-3.7895180983e-01,-3.7895180983e-01,-3.7895180983e-01,0.0000000000e+00
1427,-3.7992976699e-01,-3.7992976699e-01,-3.7992976699e-01,0.0000000000e+00
1428,-3.8090439048e-01,-3.8090439048e-01,-3.8090439048e-01,0.0000000000e+00
1429,-3.8187567098e-01,-3.8187567098e-01,-3.8187567098e-01,0.0000000000e+00
1430,-3.8284359826e-01,-3.8284359826e-01,-3.8284359826e-01,0.0000000000e+00
1431,-3.8380816299e-01,-3.8380816299e-01,-3.8380816299e-01,0.0000000000e+00
1432,-3.8476935495e-01,-3.8476935495e-01,-3.8476935495e-01,0.0000000000e+00
1433,-3.8572716527e-01,-3.8572716527e-01,-3.8572716527e-01,0.0000000000e+00
1434,-3.8668158324e-01,-3.8668158324e-01,-3.8668158324e-01,0.0000000000e+00
1435,-3.8763260003e-01,-3.8763260003e-01,-3.8763260003e-01,0.0000000000e+00
1436,-3.8858020585e-01,-3.8858020585e-01,-3.8858020585e-01,0.0000000000e+00
1437,-3.8952439139e-01,-3.8952439139e-01,-3.8952439139e-01,0.0000000000e+00
1438,-3.9046514640e-01,-3.9046514640e-01,-3.9046514640e-01,0.0000000000e+00
1439,-3.9140246203e-01,-3.9140246203e-01,-3.9140246203e-01,-5.5511151231e-17
1440,-3.9233632851e-01,-3.9233632851e-01,-3.9233632851e-01,-1.1102230246e-16
1441,-3.9326673606e-01,-3.9326673606e-01,-3.9326673606e-01,-5.5511151231e-17
1442,-3.9419367630e-01,-3.9419367630e-01,-3.9419367630e-01,-5.5511151231e-17
1443,-3.9511713851e-01,-3.9511713851e-01,-3.9511713851e-01,0.0000000000e+00
1444,-3.9603711432e-01,-3.9603711432e-01,-3.9603711432e-01,0.0000000000e+00
1445,-3.9695359394e-01,-3.9695359394e-01,-3.9695359394e-01,0.0000000000e+00
1446,-3.9786656806e-01,-3.9786656806e-01,-3.9786656806e-01,0.0000000000e+00
1447,-3.9877602737e-01,-3.9877602737e-01,-3.9877602737e-01,0.0000000000e+00
1448,-3.9968196256e-01,-3.9968196256e-01,-3.9968196256e-01,0.0000000000e+00
1449,-4.0058436478e-01,-4.0058436478e-01,-4.0058436478e-01,0.0000000000e+00
1450,-4.0148322424e-01,-4.0148322424e-01,-4.0148322424e-01,0.0000000000e+00
1451,-4.0237853210e-01,-4.0237853210e-01,-4.0237853210e-01,0.0000000000e+00
1452,-4.0327027952e-01,-4.0327027952e-01,-4.0327027952e-01,0.0000000000e+00
1453,-4.0415845672e-01,-4.0415845672e-01,-4.0415845672e-01,0.0000000000e+00
1454,-4.0504305484e-01,-4.0504305484e-01,-4.0504305484e-01,0.0000000000e+00
1455,-4.0592406457e-01,-4.0592406457e-01,-4.0592406457e-01,0.0000000000e+00
1456,-4.0680147754e-01,-4.0680147754e-01,-4.0680147754e-01,0.0000000000e+00
1457,-4.0767528396e-01,-4.0767528396e-01,-4.0767528396e-01,0.0000000000e+00
1458,-4.0854547545e-01,-4.0854547545e-01,-4.0854547545e-01,0.0000000000e+00
1459,-4.0941204317e-01,-4.0941204317e-01,-4.0941204317e-01,0.0000000000e+00
1460,-4.1027497733e-01,-4.1027497733e-01,-4.1027497733e-01,5.5511151231e-17
1461,-4.1113426955e-01,-4.1113426955e-01,-4.1113426955e-01,0.0000000000e+00
1462,-4.1198991099e-01,-4.1198991099e-01,-4.1198991099e-01,0.0000000000e+00
1463,-4.1284189327e-01,-4.1284189327e-01,-4.1284189327e-01,0.0000000000e+00
1464,-4.1369020659e-01,-4.1369020659e-01,-4.1369020659e-01,0.0000000000e+00
1465,-4.1453484260e-01,-4.1453484260e-01,-4.1453484260e-01,0.0000000000e+00
1466,-4.1537579242e-01,-4.1537579242e-01,-4.1537579242e-01,5.5511151231e-17
1467,-4.1621304769e-01,-4.1621304769e-01,-4.1621304769e-01,5.5511151231e-17
1468,-4.1704660002e-01,-4.1704660002e-01,-4.1704660002e-01,5.5511151231e-17
1469,-4.1787643963e-01,-4.1787643963e-01,-4.1787643963e-01,5.5511151231e-17
1470,-4.1870255861e-01,-4.1870255861e-01,-4.1870255861e-01,0.0000000000e+00
1471,-4.1952494811e-01,-4.1952494811e-01,-4.1952494811e-01,0.0000000000e+00
1472,-4.2034360021e-01,-4.2034360021e-01,-4.2034360021e-01,5.5511151231e-17
1473,-4.2115850560e-01,-4.2115850560e-01,-4.2115850560e-01,0.0000000000e+00
1474,-4.2196965590e-01,-4.2196965590e-01,-4.2196965590e-01,0.0000000000e+00
1475,-4.2277704272e-01,-4.2277704272e-01,-4.2277704272e-01,0.0000000000e+00
1476,-4.2358065769e-01,-4.2358065769e-01,-4.2358065769e-01,0.0000000000e+00
1477,-4.2438049195e-01,-4.2438049195e-01,-4.2438049195e-01,5.5511151231e-17
1478,-4.2517653806e-01,-4.2517653806e-01,-4.2517653806e-01,5.5511151231e-17
1479,-4.2596878670e-01,-4.2596878670e-01,-4.2596878670e-01,5.5511151231e-17
1480,-4.2675722996e-01,-4.2675722996e-01,-4.2675722996e-01,5.5511151231e-17
1481,-4.2754185991e-01,-4.2754185991e-01,-4.2754185991e-01,0.0000000000e+00
1482,-4.2832266726e-01,-4.2832266726e-01,-4.2832266726e-01,0.0000000000e+00
1483,-4.2909964453e-01,-4.2909964453e-01,-4.2909964453e-01,0.0000000000e+00
1484,-4.2987278383e-01,-4.2987278383e-01,-4.2987278383e-01,0.0000000000e+00
1485,-4.3064207584e-01,-4.3064207584e-01,-4.3064207584e-01,0.0000000000e+00
1486,-4.3140751356e-01,-4.3140751356e-01,-4.3140751356e-01,0.0000000000e+00
1487,-4.3216908816e-01,-4.3216908816e-01,-4.3216908816e-01,0.0000000000e+00
1488,-4.3292679172e-01,-4.3292679172e-01,-4.3292679172e-01,0.0000000000e+00
1489,-4.3368061678e-01,-4.3368061678e-01,-4.3368061678e-01,0.0000000000e+00
1490,-4.3443055451e-01,-4.3443055451e-01,-4.3443055451e-01,0.0000000000e+00
1491,-4.3517659698e-01,-4.3517659698e-01,-4.3517659698e-01,0.0000000000e+00
1492,-4.3591873674e-01,-4.3591873674e-01,-4.3591873674e-01,0.0000000000e+00
1493,-4.3665696541e-01,-4.3665696541e-01,-4.3665696541e-01,0.0000000000e+00
1494,-4.3739127554e-01,-4.3739127554e-01,-4.3739127554e-01,0.0000000000e+00
1495,-4.3812165922e-01,-4.3812165922e-01,-4.3812165922e-01,0.0000000000e+00
1496,-4.3884810805e-01,-4.3884810805e-01,-4.3884810805e-01,0.0000000000e+00
1497,-4.3957061507e-01,-4.3957061507e-01,-4.3957061507e-01,0.0000000000e+00
1498,-4.4028917188e-01,-4.4028917188e-01,-4.4028917188e-01,0.0000000000e+00
1499,-4.4100377057e-01,-4.4100377057e-01,-4.4100377057e-01,0.0000000000e+00
1500,-4.4171440415e-01,-4.4171440415e-01,-4.4171440415e-01,0.0000000000e+00
1501,-4.4242106471e-01,-4.4242106471e-01,-4.4242106471e-01,0.0000000000e+00
1502,-4.4312374480e-01,-4.4312374480e-01,-4.4312374480e-01,0.0000000000e+00
1503,-4.4382243603e-01,-4.4382243603e-01,-4.4382243603e-01,0.0000000000e+00
1504,-4.4451713189e-01,-4.4451713189e-01,-4.4451713189e-01,0.0000000000e+00
1505,-4.4520782400e-01,-4.4520782400e-01,-4.4520782400e-01,0.0000000000e+00
1506,-4.4589450536e-01,-4.4589450536e-01,-4.4589450536e-01,0.0000000000e+00
1507,-4.4657716854e-01,-4.4657716854e-01,-4.4657716854e-01,0.0000000000e+00
1508,-4.4725580560e-01,-4.4725580560e-01,-4.4725580560e-01,0.0000000000e+00
1509,-4.4793040957e-01,-4.4793040957e-01,-4.4793040957e-01,0.0000000000e+00
1510,-4.4860097347e-01,-4.4860097347e-01,-4.4860097347e-01,0.0000000000e+00
1511,-4.4926748890e-01,-4.4926748890e-01,-4.4926748890e-01,0.0000000000e+00
1512,-4.4992994936e-01,-4.4992994936e-01,-4.4992994936e-01,0.0000000000e+00
1513,-4.5058834739e-01,-4.5058834739e-01,-4.5058834739e-01,0.0000000000e+00
1514,-4.5124267600e-01,-4.5124267600e-01,-4.5124267600e-01,0.0000000000e+00
1515,-4.5189292775e-01,-4.5189292775e-01,-4.5189292775e-01,0.0000000000e+00
1516,-4.5253909519e-01,-4.5253909519e-01,-4.5253909519e-01,0.0000000000e+00
1517,-4.5318117179e-01,-4.5318117179e-01,-4.5318117179e-01,0.0000000000e+00
1518,-4.5381915011e-01,-4.5381915011e-01,-4.5381915011e-01,0.0000000000e+00
1519,-4.5445302315e-01,-4.5445302315e-01,-4.5445302315e-01,0.0000000000e+00
1520,-4.5508278394e-01,-4.5508278394e-01,-4.5508278394e-01,0.0000000000e+00
1521,-4.5570842549e-01,-4.5570842549e-01,-4.5570842549e-01,0.0000000000e+00
1522,-4.5632994128e-01,-4.5632994128e-01,-4.5632994128e-01,0.0000000000e+00
1523,-4.5694732340e-01,-4.5694732340e-01,-4.5694732340e-01,0.0000000000e+00
1524,-4.5756056579e-01,-4.5756056579e-01,-4.5756056579e-01,0.0000000000e+00
1525,-4.5816966100e-01,-4.5816966100e-01,-4.5816966100e-01,0.0000000000e+00
1526,-4.5877460297e-01,-4.5877460297e-01,-4.5877460297e-01,0.0000000000e+00
1527,-4.5937538426e-01,-4.5937538426e-01,-4.5937538426e-01,0.0000000000e+00
1528,-4.5997199835e-01,-4.5997199835e-01,-4.5997199835e-01,0.0000000000e+00
1529,-4.6056443872e-01,-4.6056443872e-01,-4.6056443872e-01,0.0000000000e+00
1530,-4.6115269838e-01,-4.6115269838e-01,-4.6115269838e-01,0.0000000000e+00
1531,-4.6173677128e-01,-4.6173677128e-01,-4.6173677128e-01,0.0000000000e+00
1532,-4.6231664997e-01,-4.6231664997e-01,-4.6231664997e-01,0.0000000000e+00
1533,-4.6289232885e-01,-4.6289232885e-01,-4.6289232885e-01,0.0000000000e+00
1534,-4.6346380049e-01,-4.6346380049e-01,-4.6346380049e-01,0.0000000000e+00
1535,-4.6403105883e-01,-4.6403105883e-01,-4.6403105883e-01,0.0000000000e+00
1536,-4.6459409734e-01,-4.6459409734e-01,-4.6459409734e-01,0.0000000000e+00
1537,-4.6515290998e-01,-4.6515290998e-01,-4.6515290998e-01,0.0000000000e+00
1538,-4.6570748976e-01,-4.6570748976e-01,-4.6570748976e-01,0.0000000000e+00
1539,-4.6625783062e-01,-4.6625783062e-01,-4.6625783062e-01,0.0000000000e+00
1540,-4.6680392604e-01,-4.6680392604e-01,-4.6680392604e-01,0.0000000000e+00
1541,-4.6734577045e-01,-4.6734577045e-01,-4.6734577045e-01,0.0000000000e+00
1542,-4.6788335685e-01,-4.6788335685e-01,-4.6788335685e-01,0.0000000000e+00
1543,-4.6841667918e-01,-4.6841667918e-01,-4.6841667918e-01,0.0000000000e+00
1544,-4.6894573141e-01,-4.6894573141e-01,-4.6894573141e-01,0.0000000000e+00
1545,-4.6947050747e-01,-4.6947050747e-01,-4.6947050747e-01,0.0000000000e+00
1546,-4.6999100130e-01,-4.6999100130e-01,-4.6999100130e-01,0.0000000000e+00
1547,-4.7050720686e-01,-4.7050720686e-01,-4.7050720686e-01,0.0000000000e+00
1548,-4.7101911809e-01,-4.7101911809e-01,-4.7101911809e-01,0.0000000000e+00
1549,-4.7152672848e-01,-4.7152672848e-01,-4.7152672848e-01,0.0000000000e+00
1550,-4.7203003289e-01,-4.7203003289e-01,-4.7203003289e-01,0.0000000000e+00
1551,-4.7252902528e-01,-4.7252902528e-01,-4.7252902528e-01,0.0000000000e+00
1552,-4.7302369913e-01,-4.7302369913e-01,-4.7302369913e-01,0.0000000000e+00
1553,-4.7351404931e-01,-4.7351404931e-01,-4.7351404931e-01,0.0000000000e+00
1554,-4.7400006978e-01,-4.7400006978e-01,-4.7400006978e-01,0.0000000000e+00
1555,-4.7448175494e-01,-4.7448175494e-01,-4.7448175494e-01,0.0000000000e+00
1556,-4.7495909920e-01,-4.7495909920e-01,-4.7495909920e-01,0.0000000000e+00
1557,-4.7543209605e-01,-4.7543209605e-01,-4.7543209605e-01,0.0000000000e+00
1558,-4.7590074083e-01,-4.7590074083e-01,-4.7590074083e-01,0.0000000000e+00
1559,-4.7636502748e-01,-4.7636502748e-01,-4.7636502748e-01,0.0000000000e+00
1560,-4.7682494996e-01,-4.7682494996e-01,-4.7682494996e-01,0.0000000000e+00
1561,-4.7728050407e-01,-4.7728050407e-01,-4.7728050407e-01,0.0000000000e+00
1562,-4.7773168283e-01,-4.7773168283e-01,-4.7773168283e-01,0.0000000000e+00
1563,-4.7817848204e-01,-4.7817848204e-01,-4.7817848204e-01,0.0000000000e+00
1564,-4.7862089518e-01,-4.7862089518e-01,-4.7862089518e-01,0.0000000000e+00
1565,-4.7905891808e-01,-4.7905891808e-01,-4.7905891808e-01,0.0000000000e+00
1566,-4.7949254420e-01,-4.7949254420e-01,-4.7949254420e-01,0.0000000000e+00
1567,-4.7992176889e-01,-4.7992176889e-01,-4.7992176889e-01,0.0000000000e+00
1568,-4.8034658702e-01,-4.8034658702e-01,-4.8034658702e-01,0.0000000000e+00
1569,-4.8076699302e-01,-4.8076699302e-01,-4.8076699302e-01,0.0000000000e+00
1570,-4.8118298221e-01,-4.8118298221e-01,-4.8118298221e-01,0.0000000000e+00
1571,-4.8159454856e-01,-4.8159454856e-01,-4.8159454856e-01,0.0000000000e+00
1572,-4.8200168787e-01,-4.8200168787e-01,-4.8200168787e-01,0.0000000000e+00
1573,-4.8240439454e-01,-4.8240439454e-01,-4.8240439454e-01,0.0000000000e+00
1574,-4.8280266346e-01,-4.8280266346e-01,-4.8280266346e-01,0.0000000000e+00
1575,-4.8319648998e-01,-4.8319648998e-01,-4.8319648998e-01,0.0000000000e+00
1576,-4.8358586943e-01,-4.8358586943e-01,-4.8358586943e-01,0.0000000000e+00
1577,-4.8397079622e-01,-4.8397079622e-01,-4.8397079622e-01,0.0000000000e+00
1578,-4.8435126571e-01,-4.8435126571e-01,-4.8435126571e-01,0.0000000000e+00
1579,-4.8472727323e-01,-4.8472727323e-01,-4.8472727323e-01,0.0000000000e+00
1580,-4.8509881413e-01,-4.8509881413e-01,-4.8509881413e-01,0.0000000000e+00
1581,-4.8546588328e-01,-4.8546588328e-01,-4.8546588328e-01,0.0000000000e+00
1582,-4.8582847603e-01,-4.8582847603e-01,-4.8582847603e-01,0.0000000000e+00
1583,-4.8618658772e-01,-4.8618658772e-01,-4.8618658772e-01,0.0000000000e+00
1584,-4.8654021416e-01,-4.8654021416e-01,-4.8654021416e-01,0.0000000000e+00
1585,-4.8688935023e-01,-4.8688935023e-01,-4.8688935023e-01,0.0000000000e+00
1586,-4.8723399173e-01,-4.8723399173e-01,-4.8723399173e-01,0.0000000000e+00
1587,-4.8757413356e-01,-4.8757413356e-01,-4.8757413356e-01,0.0000000000e+00
1588,-4.8790977197e-01,-4.8790977197e-01,-4.8790977197e-01,0.0000000000e+00
1589,-4.8824090231e-01,-4.8824090231e-01,-4.8824090231e-01,0.0000000000e+00
1590,-4.8856751993e-01,-4.8856751993e-01,-4.8856751993e-01,0.0000000000e+00
1591,-4.8888962064e-01,-4.8888962064e-01,-4.8888962064e-01,0.0000000000e+00
1592,-4.8920720024e-01,-4.8920720024e-01,-4.8920720024e-01,0.0000000000e+00
1593,-4.8952025454e-01,-4.8952025454e-01,-4.8952025454e-01,0.0000000000e+00
1594,-4.8982877890e-01,-4.8982877890e-01,-4.8982877890e-01,0.0000000000e+00
1595,-4.9013276957e-01,-4.9013276957e-01,-4.9013276957e-01,0.0000000000e+00
1596,-4.9043222191e-01,-4.9043222191e-01,-4.9043222191e-01,0.0000000000e+00
1597,-4.9072713219e-01,-4.9072713219e-01,-4.9072713219e-01,0.0000000000e+00
1598,-4.9101749668e-01,-4.9101749668e-01,-4.9101749668e-01,0.0000000000e+00
1599,-4.9130331026e-01,-4.9130331026e-01,-4.9130331026e-01,0.0000000000e+00
1600,-4.9158457015e-01,-4.9158457015e-01,-4.9158457015e-01,0.0000000000e+00
1601,-4.9186127167e-01,-4.9186127167e-01,-4.9186127167e-01,0.0000000000e+00
1602,-4.9213341111e-01,-4.9213341111e-01,-4.9213341111e-01,0.0000000000e+00
1603,-4.9240098475e-01,-4.9240098475e-01,-4.9240098475e-01,0.0000000000e+00
1604,-4.9266398838e-01,-4.9266398838e-01,-4.9266398838e-01,0.0000000000e+00
1605,-4.9292241875e-01,-4.9292241875e-01,-4.9292241875e-01,0.0000000000e+00
1606,-4.9317627167e-01,-4.9317627167e-01,-4.9317627167e-01,0.0000000000e+00
1607,-4.9342554342e-01,-4.9342554342e-01,-4.9342554342e-01,0.0000000000e+00
1608,-4.9367023120e-01,-4.9367023120e-01,-4.9367023120e-01,0.0000000000e+00
1609,-4.9391032988e-01,-4.9391032988e-01,-4.9391032988e-01,0.0000000000e+00
1610,-4.9414583761e-01,-4.9414583761e-01,-4.9414583761e-01,0.0000000000e+00
1611,-4.9437674927e-01,-4.9437674927e-01,-4.9437674927e-01,0.0000000000e+00
1612,-4.9460306251e-01,-4.9460306251e-01,-4.9460306251e-01,0.0000000000e+00
1613,-4.9482477317e-01,-4.9482477317e-01,-4.9482477317e-01,0.0000000000e+00
1614,-4.9504187843e-01,-4.9504187843e-01,-4.9504187843e-01,0.0000000000e+00
1615,-4.9525437457e-01,-4.9525437457e-01,-4.9525437457e-01,0.0000000000e+00
1616,-4.9546225835e-01,-4.9546225835e-01,-4.9546225835e-01,0.0000000000e+00
1617,-4.9566552648e-01,-4.9566552648e-01,-4.9566552648e-01,0.0000000000e+00
1618,-4.9586417573e-01,-4.9586417573e-01,-4.9586417573e-01,0.0000000000e+00
1619,-4.9605820281e-01,-4.9605820281e-01,-4.9605820281e-01,0.0000000000e+00
1620,-4.9624760449e-01,-4.9624760449e-01,-4.9624760449e-01,0.0000000000e+00
1621,-4.9643237796e-01,-4.9643237796e-01,-4.9643237796e-01,0.0000000000e+00
1622,-4.9661251996e-01,-4.9661251996e-01,-4.9661251996e-01,5.5511151231e-17
1623,-4.9678802723e-01,-4.9678802723e-01,-4.9678802723e-01,0.0000000000e+00
1624,-4.9695889745e-01,-4.9695889745e-01,-4.9695889745e-01,-1.1102230246e-16
1625,-4.9712512735e-01,-4.9712512735e-01,-4.9712512735e-01,0.0000000000e+00
1626,-4.9728671368e-01,-4.9728671368e-01,-4.9728671368e-01,1.1102230246e-16
1627,-4.9744365364e-01,-4.9744365364e-01,-4.9744365364e-01,5.5511151231e-17
1628,-4.9759594491e-01,-4.9759594491e-01,-4.9759594491e-01,2.2204460493e-16
1629,-4.9774358468e-01,-4.9774358468e-01,-4.9774358468e-01,5.5511151231e-17
1630,-4.9788656970e-01,-4.9788656970e-01,-4.9788656970e-01,1.1102230246e-16
1631,-4.9802489718e-01,-4.9802489718e-01,-4.9802489718e-01,1.1102230246e-16
1632,-4.9815856526e-01,-4.9815856526e-01,-4.9815856526e-01,0.0000000000e+00
1633,-4.9828757113e-01,-4.9828757113e-01,-4.9828757113e-01,0.0000000000e+00
1634,-4.9841191154e-01,-4.9841191154e-01,-4.9841191154e-01,0.0000000000e+00
1635,-4.9853158463e-01,-4.9853158463e-01,-4.9853158463e-01,-5.5511151231e-17
1636,-4.9864658806e-01,-4.9864658806e-01,-4.9864658806e-01,-1.1102230246e-16
1637,-4.9875691906e-01,-4.9875691906e-01,-4.9875691906e-01,0.0000000000e+00
1638,-4.9886257481e-01,-4.9886257481e-01,-4.9886257481e-01,1.1102230246e-16
1639,-4.9896355346e-01,-4.9896355346e-01,-4.9896355346e-01,0.0000000000e+00
1640,-4.9905985314e-01,-4.9905985314e-01,-4.9905985314e-01,0.0000000000e+00
1641,-4.9915147061e-01,-4.9915147061e-01,-4.9915147061e-01,0.0000000000e+00
1642,-4.9923840445e-01,-4.9923840445e-01,-4.9923840445e-01,0.0000000000e+00
1643,-4.9932065234e-01,-4.9932065234e-01,-4.9932065234e-01,0.0000000000e+00
1644,-4.9939821195e-01,-4.9939821195e-01,-4.9939821195e-01,0.0000000000e+00
1645,-4.9947108096e-01,-4.9947108096e-01,-4.9947108096e-01,0.0000000000e+00
1646,-4.9953925796e-01,-4.9953925796e-01,-4.9953925796e-01,0.0000000000e+00
1647,-4.9960274063e-01,-4.9960274063e-01,-4.9960274063e-01,0.0000000000e+00
1648,-4.9966152664e-01,-4.9966152664e-01,-4.9966152664e-01,0.0000000000e+00
1649,-4.9971561506e-01,-4.9971561506e-01,-4.9971561506e-01,0.0000000000e+00
1650,-4.9976500310e-01,-4.9976500310e-01,-4.9976500310e-01,0.0000000000e+00
1651,-4.9980968889e-01,-4.9980968889e-01,-4.9980968889e-01,0.0000000000e+00
1652,-4.9984967150e-01,-4.9984967150e-01,-4.9984967150e-01,0.0000000000e+00
1653,-4.9988494860e-01,-4.9988494860e-01,-4.9988494860e-01,0.0000000000e+00
1654,-4.9991551833e-01,-4.9991551833e-01,-4.9991551833e-01,0.0000000000e+00
1655,-4.9994137930e-01,-4.9994137930e-01,-4.9994137930e-01,0.0000000000e+00
1656,-4.9996253010e-01,-4.9996253010e-01,-4.9996253010e-01,0.0000000000e+00
1657,-4.9997896934e-01,-4.9997896934e-01,-4.9997896934e-01,0.0000000000e+00
1658,-4.9999069469e-01,-4.9999069469e-01,-4.9999069469e-01,0.0000000000e+00
1659,-4.9999770522e-01,-4.9999770522e-01,-4.9999770522e-01,0.0000000000e+00
1660,-4.9999999953e-01,-4.9999999953e-01,-4.9999999953e-01,0.0000000000e+00
1661,-4.9999757577e-01,-4.9999757577e-01,-4.9999757577e-01,0.0000000000e+00
1662,-4.9999043345e-01,-4.9999043345e-01,-4.9999043345e-01,0.0000000000e+00
1663,-4.9997857027e-01,-4.9997857027e-01,-4.9997857027e-01,0.0000000000e+00
1664,-4.9996198574e-01,-4.9996198574e-01,-4.9996198574e-01,0.0000000000e+00
1665,-4.9994067848e-01,-4.9994067848e-01,-4.9994067848e-01,0.0000000000e+00
1666,-4.9991464708e-01,-4.9991464708e-01,-4.9991464708e-01,0.0000000000e+00
1667,-4.9988389062e-01,-4.9988389062e-01,-4.9988389062e-01,0.0000000000e+00
1668,-4.9984840816e-01,-4.9984840816e-01,-4.9984840816e-01,0.0000000000e+00
1669,-4.9980819831e-01,-4.9980819831e-01,-4.9980819831e-01,0.0000000000e+00
1670,-4.9976326060e-01,-4.9976326060e-01,-4.9976326060e-01,0.0000000000e+00
1671,-4.9971359316e-01,-4.9971359316e-01,-4.9971359316e-01,0.0000000000e+00
1672,-4.9965919601e-01,-4.9965919601e-01,-4.9965919601e-01,0.0000000000e+00
1673,-4.9960006820e-01,-4.9960006820e-01,-4.9960006820e-01,0.0000000000e+00
1674,-4.9953620881e-01,-4.9953620881e-01,-4.9953620881e-01,0.0000000000e+00
1675,-4.9946761644e-01,-4.9946761644e-01,-4.9946761644e-01,0.0000000000e+00
1676,-4.9939429108e-01,-4.9939429108e-01,-4.9939429108e-01,0.0000000000e+00
1677,-4.9931623228e-01,-4.9931623228e-01,-4.9931623228e-01,0.0000000000e+00
1678,-4.9923343863e-01,-4.9923343863e-01,-4.9923343863e-01,0.0000000000e+00
1679,-4.9914591014e-01,-4.9914591014e-01,-4.9914591014e-01,-1.1102230246e-16
1680,-4.9905364588e-01,-4.9905364588e-01,-4.9905364588e-01,-1.1102230246e-16
1681,-4.9895664584e-01,-4.9895664584e-01,-4.9895664584e-01,-5.5511151231e-17
1682,-4.9885490909e-01,-4.9885490909e-01,-4.9885490909e-01,0.0000000000e+00
1683,-4.9874843564e-01,-4.9874843564e-01,-4.9874843564e-01,0.0000000000e+00
1684,-4.9863722455e-01,-4.9863722455e-01,-4.9863722455e-01,0.0000000000e+00
1685,-4.9852127628e-01,-4.9852127628e-01,-4.9852127628e-01,0.0000000000e+00
1686,-4.9840058992e-01,-4.9840058992e-01,-4.9840058992e-01,0.0000000000e+00
1687,-4.9827516545e-01,-4.9827516545e-01,-4.9827516545e-01,0.0000000000e+00
1688,-4.9814500287e-01,-4.9814500287e-01,-4.9814500287e-01,0.0000000000e+00
1689,-4.9801010173e-01,-4.9801010173e-01,-4.9801010173e-01,0.0000000000e+00
1690,-4.9787046248e-01,-4.9787046248e-01,-4.9787046248e-01,0.0000000000e+00
1691,-4.9772608466e-01,-4.9772608466e-01,-4.9772608466e-01,-1.1102230246e-16
1692,-4.9757696781e-01,-4.9757696781e-01,-4.9757696781e-01,-1.1102230246e-16
1693,-4.9742311286e-01,-4.9742311286e-01,-4.9742311286e-01,-5.5511151231e-17
1694,-4.9726451980e-01,-4.9726451980e-01,-4.9726451980e-01,0.0000000000e+00
1695,-4.9710118817e-01,-4.9710118817e-01,-4.9710118817e-01,-1.1102230246e-16
1696,-4.9693311891e-01,-4.9693311891e-01,-4.9693311891e-01,0.0000000000e+00
1697,-4.9676031154e-01,-4.9676031154e-01,-4.9676031154e-01,5.5511151231e-17
1698,-4.9658276653e-01,-4.9658276653e-01,-4.9658276653e-01,1.1102230246e-16
1699,-4.9640048435e-01,-4.9640048435e-01,-4.9640048435e-01,1.1102230246e-16
1700,-4.9621346546e-01,-4.9621346546e-01,-4.9621346546e-01,0.0000000000e+00
1701,-4.9602171034e-01,-4.9602171034e-01,-4.9602171034e-01,0.0000000000e+00
1702,-4.9582521897e-01,-4.9582521897e-01,-4.9582521897e-01,0.0000000000e+00
1703,-4.9562399182e-01,-4.9562399182e-01,-4.9562399182e-01,0.0000000000e+00
1704,-4.9541803030e-01,-4.9541803030e-01,-4.9541803030e-01,0.0000000000e+00
1705,-4.9520733440e-01,-4.9520733440e-01,-4.9520733440e-01,0.0000000000e+00
1706,-4.9499190459e-01,-4.9499190459e-01,-4.9499190459e-01,0.0000000000e+00
1707,-4.9477174226e-01,-4.9477174226e-01,-4.9477174226e-01,0.0000000000e+00
