x,y
2.6743441859e-01,2.6743441820e-01
2.6819109471e-01,2.6819109451e-01
2.6893482474e-01,2.6893482450e-01
2.6966556883e-01,2.6966556860e-01
2.7038328772e-01,2.7038328769e-01
2.7108794278e-01,2.7108794264e-01
2.7177949599e-01,2.7177949576e-01
2.7245790995e-01,2.7245790977e-01
2.7312314787e-01,2.7312314743e-01
2.7377517360e-01,2.7377517335e-01
2.7441395162e-01,2.7441395121e-01
2.7503944701e-01,2.7503944701e-01
2.7565162552e-01,2.7565162536e-01
2.7625045350e-01,2.7625045320e-01
2.7683589795e-01,2.7683589794e-01
2.7740792650e-01,2.7740792604e-01
2.7796650742e-01,2.7796650724e-01
2.7851160962e-01,2.7851160942e-01
2.7904320266e-01,2.7904320229e-01
2.7956125672e-01,2.7956125652e-01
2.8006574267e-01,2.8006574232e-01
2.8055663198e-01,2.8055663174e-01
2.8103389680e-01,2.8103389638e-01
2.8149750992e-01,2.8149750968e-01
2.8194744479e-01,2.8194744466e-01
2.8238367551e-01,2.8238367522e-01
2.8280617685e-01,2.8280617669e-01
2.8321492421e-01,2.8321492393e-01
2.8360989367e-01,2.8360989364e-01
2.8399106198e-01,2.8399106162e-01
2.8435840653e-01,2.8435840644e-01
2.8471190540e-01,2.8471190529e-01
2.8505153731e-01,2.8505153721e-01
2.8537728168e-01,2.8537728125e-01
2.8568911857e-01,2.8568911832e-01
2.8598702872e-01,2.8598702839e-01
2.8627099355e-01,2.8627099330e-01
2.8654099515e-01,2.8654099489e-01
2.8679701628e-01,2.8679701593e-01
2.8703904038e-01,2.8703904012e-01
2.8726705157e-01,2.8726705117e-01
2.8748103464e-01,2.8748103464e-01
2.8768097507e-01,2.8768097470e-01
2.8786685901e-01,2.8786685877e-01
2.8803867331e-01,2.8803867288e-01
2.8819640549e-01,2.8819640540e-01
2.8834004375e-01,2.8834004374e-01
2.8846957698e-01,2.8846957674e-01
2.8858499477e-01,2.8858499462e-01
2.8868628738e-01,2.8868628712e-01
2.8877344577e-01,2.8877344541e-01
2.8884646158e-01,2.8884646157e-01
2.8890532715e-01,2.8890532674e-01
2.8895003549e-01,2.8895003535e-01
2.8898058034e-01,2.8898057994e-01
2.8899695609e-01,2.8899695585e-01
2.8899915785e-01,2.8899915749e-01
2.8898718142e-01,2.8898718115e-01
2.8896102328e-01,2.8896102309e-01
2.8892068064e-01,2.8892068053e-01
2.8886615137e-01,2.8886615112e-01
2.8879743405e-01,2.8879743395e-01
2.8871452795e-01,2.8871452762e-01
2.8861743306e-01,2.8861743305e-01
2.8850615004e-01,2.8850614978e-01
2.8838068027e-01,2.8838068014e-01
2.8824102582e-01,2.8824102553e-01
2.8808718946e-01,2.8808718920e-01
2.8791917465e-01,2.8791917441e-01
2.8773698556e-01,2.8773698537e-01
2.8754062707e-01,2.8754062671e-01
2.8733010475e-01,2.8733010450e-01
2.8710542486e-01,2.8710542480e-01
2.8686659437e-01,2.8686659411e-01
2.8661362096e-01,2.8661362082e-01
2.8634651300e-01,2.8634651285e-01
2.8606527957e-01,2.8606527951e-01
2.8576993044e-01,2.8576993011e-01
2.8546047608e-01,2.8546047583e-01
2.8513692768e-01,2.8513692738e-01
2.8479929711e-01,2.8479929687e-01
2.8444759695e-01,2.8444759687e-01
2.8408184048e-01,2.8408184042e-01
2.8370204169e-01,2.8370204149e-01
2.8330821524e-01,2.8330821497e-01
2.8290037653e-01,2.8290037625e-01
2.8247854163e-01,2.8247854160e-01
2.8204272733e-01,2.8204272687e-01
2.8159295109e-01,2.8159295069e-01
2.8112923111e-01,2.8112923075e-01
2.8065158625e-01,2.8065158613e-01
2.8016003609e-01,2.8016003594e-01
2.7965460090e-01,2.7965460066e-01
2.7913530164e-01,2.7913530124e-01
2.7860215999e-01,2.7860215958e-01
2.7805519830e-01,2.7805519802e-01
2.7749443962e-01,2.7749443939e-01
2.7691990770e-01,2.7691990742e-01
2.7633162699e-01,2.7633162681e-01
2.7572962261e-01,2.7572962223e-01
2.7511392041e-01,2.7511392022e-01
2.7448454688e-01,2.7448454686e-01
2.7384152925e-01,2.7384152915e-01
2.7318489541e-01,2.7318489505e-01
2.7251467394e-01,2.7251467388e-01
2.7183089413e-01,2.7183089405e-01
2.7113358592e-01,2.7113358583e-01
2.7042277997e-01,2.7042277995e-01
2.6969850761e-01,2.6969850715e-01
2.6896080085e-01,2.6896080049e-01
2.6820969238e-01,2.6820969209e-01
2.6744521559e-01,2.6744521549e-01
2.6666740453e-01,2.6666740421e-01
2.6587629393e-01,2.6587629365e-01
2.6507191922e-01,2.6507191919e-01
2.6425431647e-01,2.6425431622e-01
2.6342352246e-01,2.6342352200e-01
2.6257957462e-01,2.6257957425e-01
2.6172251106e-01,2.6172251068e-01
2.6085237055e-01,2.6085237041e-01
2.5996919256e-01,2.5996919256e-01
2.5907301719e-01,2.5907301717e-01
2.5816388523e-01,2.5816388521e-01
2.5724183812e-01,2.5724183768e-01
2.5630691798e-01,2.5630691787e-01
2.5535916757e-01,2.5535916723e-01
2.5439863032e-01,2.5439863000e-01
2.5342535032e-01,2.5342534995e-01
2.5243937232e-01,2.5243937224e-01
2.5144074172e-01,2.5144074159e-01
2.5042950456e-01,2.5042950455e-01
2.4940570754e-01,2.4940570723e-01
2.4836939801e-01,2.4836939760e-01
2.4732062397e-01,2.4732062360e-01
2.4625943406e-01,2.4625943368e-01
2.4518587757e-01,2.4518587720e-01
2.4410000441e-01,2.4410000397e-01
2.4300186515e-01,2.4300186476e-01
2.4189151099e-01,2.4189151078e-01
2.4076899375e-01,2.4076899374e-01
2.3963436592e-01,2.3963436577e-01
2.3848768057e-01,2.3848768044e-01
2.3732899144e-01,2.3732899129e-01
2.3615835288e-01,2.3615835281e-01
2.3497581985e-01,2.3497581948e-01
2.3378144795e-01,2.3378144763e-01
2.3257529338e-01,2.3257529316e-01
2.3135741299e-01,2.3135741288e-01
2.3012786420e-01,2.3012786405e-01
2.2888670508e-01,2.2888670489e-01
2.2763399427e-01,2.2763399407e-01
2.2636979105e-01,2.2636979073e-01
2.2509415530e-01,2.2509415494e-01
2.2380714747e-01,2.2380714724e-01
2.2250882865e-01,2.2250882862e-01
2.2119926049e-01,2.2119926009e-01
2.1987850526e-01,2.1987850498e-01
2.1854662580e-01,2.1854662569e-01
2.1720368556e-01,2.1720368555e-01
2.1584974855e-01,2.1584974835e-01
2.1448487937e-01,2.1448487928e-01
2.1310914322e-01,2.1310914308e-01
2.1172260585e-01,2.1172260540e-01
2.1032533359e-01,2.1032533329e-01
2.0891739334e-01,2.0891739288e-01
2.0749885257e-01,2.0749885216e-01
2.0606977933e-01,2.0606977912e-01
2.0463024219e-01,2.0463024173e-01
2.0318031033e-01,2.0318031032e-01
2.0172005344e-01,2.0172005333e-01
2.0024954179e-01,2.0024954155e-01
1.9876884618e-01,1.9876884576e-01
1.9727803798e-01,1.9727803767e-01
1.9577718908e-01,1.9577718899e-01
1.9426637192e-01,1.9426637189e-01
1.9274565946e-01,1.9274565903e-01
1.9121512523e-01,1.9121512491e-01
1.8967484325e-01,1.8967484310e-01
1.8812488808e-01,1.8812488765e-01
1.8656533480e-01,1.8656533444e-01
1.8499625902e-01,1.8499625893e-01
1.8341773686e-01,1.8341773655e-01
1.8182984495e-01,1.8182984460e-01
1.8023266042e-01,1.8023266038e-01
1.7862626091e-01,1.7862626072e-01
1.7701072458e-01,1.7701072432e-01
1.7538613007e-01,1.7538612988e-01
1.7375255650e-01,1.7375255609e-01
1.7211008352e-01,1.7211008351e-01
1.7045879123e-01,1.7045879085e-01
1.6879876023e-01,1.6879876005e-01
1.6713007160e-01,1.6713007120e-01
1.6545280690e-01,1.6545280674e-01
1.6376704813e-01,1.6376704769e-01
1.6207287781e-01,1.6207287740e-01
1.6037037888e-01,1.6037037876e-01
1.5865963475e-01,1.5865963465e-01
1.5694072932e-01,1.5694072889e-01
1.5521374689e-01,1.5521374671e-01
1.5347877224e-01,1.5347877191e-01
1.5173589060e-01,1.5173589019e-01
1.4998518761e-01,1.4998518722e-01
1.4822674938e-01,1.4822674915e-01
1.4646066243e-01,1.4646066213e-01
1.4468701372e-01,1.4468701370e-01
1.4290589063e-01,1.4290589048e-01
1.4111738095e-01,1.4111738093e-01
1.3932157291e-01,1.3932157261e-01
1.3751855513e-01,1.3751855493e-01
1.3570841664e-01,1.3570841635e-01
1.3389124689e-01,1.3389124675e-01
1.3206713570e-01,1.3206713554e-01
1.3023617332e-01,1.3023617305e-01
1.2839845036e-01,1.2839845009e-01
1.2655405783e-01,1.2655405747e-01
1.2470308712e-01,1.2470308691e-01
1.2284563000e-01,1.2284562970e-01
1.2098177860e-01,1.2098177848e-01
1.1911162544e-01,1.1911162501e-01
1.1723526339e-01,1.1723526334e-01
1.1535278567e-01,1.1535278521e-01
1.1346428587e-01,1.1346428562e-01
1.1156985794e-01,1.1156985769e-01
1.0966959615e-01,1.0966959596e-01
1.0776359513e-01,1.0776359495e-01
1.0585194984e-01,1.0585194966e-01
1.0393475557e-01,1.0393475555e-01
1.0201210794e-01,1.0201210761e-01
1.0008410289e-01,1.0008410271e-01
9.8150836700e-02,9.8150836304e-02
9.6212405931e-02,9.6212405711e-02
9.4268907469e-02,9.4268907327e-02
9.2320438505e-02,9.2320438474e-02
9.0367096527e-02,9.0367096476e-02
8.8408979316e-02,8.8408979122e-02
8.6446184946e-02,8.6446184665e-02
8.4478811775e-02,8.4478811361e-02
8.2506958440e-02,8.2506958395e-02
8.0530723854e-02,8.0530723557e-02
7.8550207202e-02,7.8550206963e-02
7.6565507933e-02,7.6565507799e-02
7.4576725758e-02,7.4576725718e-02
7.2583960643e-02,7.2583960369e-02
7.0587312804e-02,7.0587312803e-02
6.8586882706e-02,6.8586882669e-02
6.6582771053e-02,6.6582771018e-02
6.4575078785e-02,6.4575078432e-02
6.2563907073e-02,6.2563906889e-02
6.0549357315e-02,6.0549356975e-02
5.8531531129e-02,5.8531530667e-02
5.6510530351e-02,5.6510529947e-02
5.4486457025e-02,5.4486456793e-02
5.2459413402e-02,5.2459413186e-02
5.0429501936e-02,5.0429501571e-02
4.8396825273e-02,4.8396824859e-02
4.6361486253e-02,4.6361485962e-02
4.4323587898e-02,4.4323587790e-02
4.2283233414e-02,4.2283233255e-02
4.0240526178e-02,4.0240525734e-02
3.8195569741e-02,3.8195569534e-02
3.6148467815e-02,3.6148467567e-02
3.4099324276e-02,3.4099324141e-02
3.2048243150e-02,3.2048243098e-02
2.9995328614e-02,2.9995328281e-02
2.7940684989e-02,2.7940684929e-02
2.5884416736e-02,2.5884416420e-02
2.3826628446e-02,2.3826627992e-02
2.1767424841e-02,2.1767424420e-02
1.9706910764e-02,1.9706910476e-02
1.7645191177e-02,1.7645190936e-02
1.5582371154e-02,1.5582371037e-02
1.3518555875e-02,1.3518555555e-02
1.1453850623e-02,1.1453850195e-02
9.3883607753e-03,9.3883606605e-03
7.3221918019e-03,7.3221917264e-03
5.2554492577e-03,5.2554490976e-03
3.1882387778e-03,3.1882384792e-03
1.1206660723e-03,1.1206660420e-03
-9.4716307946e-04,-9.4716297463e-04
-3.0151428338e-03,-3.0151423998e-03
-5.0831672885e-03,-5.0831669942e-03
-7.1511304881e-03,-7.1511301212e-03
-9.2189264291e-03,-9.2189260758e-03
-1.1286449066e-02,-1.1286448687e-02
-1.3353592315e-02,-1.3353592250e-02
-1.5420250063e-02,-1.5420249663e-02
-1.7486316169e-02,-1.7486316152e-02
-1.9551684470e-02,-1.9551684149e-02
-2.1616248792e-02,-2.1616248414e-02
-2.3679902947e-02,-2.3679902777e-02
-2.5742540744e-02,-2.5742540602e-02
-2.7804055994e-02,-2.7804055717e-02
-2.9864342514e-02,-2.9864342418e-02
-3.1923294133e-02,-3.1923294067e-02
-3.3980804697e-02,-3.3980804496e-02
-3.6036768076e-02,-3.6036767997e-02
-3.8091078168e-02,-3.8091077935e-02
-4.0143628904e-02,-4.0143628605e-02
-4.2194314256e-02,-4.2194313835e-02
-4.4243028242e-02,-4.4243027922e-02
-4.6289664927e-02,-4.6289664693e-02
-4.8334118434e-02,-4.8334117979e-02
-5.0376282948e-02,-5.0376282539e-02
-5.2416052721e-02,-5.2416052669e-02
-5.4453322075e-02,-5.4453321733e-02
-5.6487985413e-02,-5.6487984955e-02
-5.8519937221e-02,-5.8519937098e-02
-6.0549072071e-02,-6.0549071990e-02
-6.2575284634e-02,-6.2575284392e-02
-6.4598469677e-02,-6.4598469529e-02
-6.6618522075e-02,-6.6618521698e-02
-6.8635336814e-02,-6.8635336589e-02
-7.0648808995e-02,-7.0648808964e-02
-7.2658833842e-02,-7.2658833582e-02
-7.4665306706e-02,-7.4665306602e-02
-7.6668123071e-02,-7.6668122783e-02
-7.8667178561e-02,-7.8667178284e-02
-8.0662368942e-02,-8.0662368797e-02
-8.2653590132e-02,-8.2653590012e-02
-8.4640738200e-02,-8.4640738089e-02
-8.6623709378e-02,-8.6623709183e-02
-8.8602400066e-02,-8.8602399919e-02
-9.0576706832e-02,-9.0576706454e-02
-9.2546526421e-02,-9.2546526343e-02
-9.4511755763e-02,-9.4511755742e-02
-9.6472291974e-02,-9.6472291742e-02
-9.8428032363e-02,-9.8428032361e-02
-1.0037887444e-01,-1.0037887422e-01
-1.0232471592e-01,-1.0232471582e-01
-1.0426545471e-01,-1.0426545469e-01
-1.0620098897e-01,-1.0620098887e-01
-1.0813121704e-01,-1.0813121684e-01
-1.1005603752e-01,-1.1005603708e-01
-1.1197534921e-01,-1.1197534902e-01
-1.1388905117e-01,-1.1388905114e-01
-1.1579704269e-01,-1.1579704238e-01
-1.1769922331e-01,-1.1769922310e-01
-1.1959549284e-01,-1.1959549272e-01
-1.2148575131e-01,-1.2148575112e-01
-1.2336989905e-01,-1.2336989865e-01
-1.2524783665e-01,-1.2524783658e-01
-1.2711946495e-01,-1.2711946480e-01
-1.2898468512e-01,-1.2898468506e-01
-1.3084339855e-01,-1.3084339816e-01
-1.3269550699e-01,-1.3269550679e-01
-1.3454091242e-01,-1.3454091223e-01
-1.3637951718e-01,-1.3637951715e-01
-1.3821122386e-01,-1.3821122376e-01
-1.4003593541e-01,-1.4003593521e-01
-1.4185355507e-01,-1.4185355464e-01
-1.4366398641e-01,-1.4366398612e-01
-1.4546713333e-01,-1.4546713326e-01
-1.4726290005e-01,-1.4726289967e-01
-1.4905119114e-01,-1.4905119082e-01
-1.5083191150e-01,-1.5083191125e-01
-1.5260496641e-01,-1.5260496596e-01
-1.5437026146e-01,-1.5437026136e-01
-1.5612770262e-01,-1.5612770244e-01
-1.5787719624e-01,-1.5787719609e-01
-1.5961864900e-01,-1.5961864870e-01
-1.6135196799e-01,-1.6135196760e-01
-1.6307706066e-01,-1.6307706060e-01
-1.6479383485e-01,-1.6479383456e-01
-1.6650219878e-01,-1.6650219867e-01
-1.6820206108e-01,-1.6820206074e-01
-1.6989333076e-01,-1.6989333043e-01
-1.7157591727e-01,-1.7157591693e-01
-1.7324973041e-01,-1.7324973037e-01
-1.7491468046e-01,-1.7491468042e-01
-1.7657067806e-01,-1.7657067766e-01
-1.7821763433e-01,-1.7821763409e-01
-1.7985546077e-01,-1.7985546030e-01
-1.8148406934e-01,-1.8148406921e-01
-1.8310337243e-01,-1.8310337234e-01
-1.8471328289e-01,-1.8471328262e-01
-1.8631371400e-01,-1.8631371390e-01
-1.8790457950e-01,-1.8790457910e-01
-1.8948579359e-01,-1.8948579347e-01
-1.9105727092e-01,-1.9105727086e-01
-1.9261892663e-01,-1.9261892652e-01
-1.9417067632e-01,-1.9417067617e-01
-1.9571243607e-01,-1.9571243599e-01
-1.9724412244e-01,-1.9724412216e-01
-1.9876565248e-01,-1.9876565225e-01
-2.0027694372e-01,-2.0027694339e-01
-2.0177791421e-01,-2.0177791407e-01
-2.0326848247e-01,-2.0326848235e-01
-2.0474856756e-01,-2.0474856719e-01
-2.0621808902e-01,-2.0621808898e-01
-2.0767696691e-01,-2.0767696667e-01
-2.0912512183e-01,-2.0912512159e-01
-2.1056247489e-01,-2.1056247456e-01
-2.1198894771e-01,-2.1198894735e-01
-2.1340446247e-01,-2.1340446221e-01
-2.1480894188e-01,-2.1480894182e-01
-2.1620230918e-01,-2.1620230889e-01
-2.1758448817e-01,-2.1758448798e-01
-2.1895540319e-01,-2.1895540273e-01
-2.2031497913e-01,-2.2031497909e-01
-2.2166314147e-01,-2.2166314116e-01
-2.2299981621e-01,-2.2299981583e-01
-2.2432492995e-01,-2.2432492953e-01
-2.2563840984e-01,-2.2563840961e-01
-2.2694018362e-01,-2.2694018343e-01
-2.2823017960e-01,-2.2823017929e-01
-2.2950832669e-01,-2.2950832639e-01
-2.3077455437e-01,-2.3077455396e-01
-2.3202879273e-01,-2.3202879261e-01
-2.3327097243e-01,-2.3327097204e-01
-2.3450102476e-01,-2.3450102471e-01
-2.3571888161e-01,-2.3571888125e-01
-2.3692447545e-01,-2.3692447506e-01
-2.3811773940e-01,-2.3811773909e-01
-2.3929860717e-01,-2.3929860676e-01
-2.4046701311e-01,-2.4046701286e-01
-2.4162289217e-01,-2.4162289174e-01
-2.4276617996e-01,-2.4276617961e-01
-2.4389681270e-01,-2.4389681267e-01
-2.4501472725e-01,-2.4501472712e-01
-2.4611986111e-01,-2.4611986103e-01
-2.4721215241e-01,-2.4721215200e-01
-2.4829153997e-01,-2.4829153996e-01
-2.4935796320e-01,-2.4935796298e-01
-2.5041136222e-01,-2.5041136192e-01
-2.5145167777e-01,-2.5145167764e-01
-2.5247885126e-01,-2.5247885101e-01
-2.5349282479e-01,-2.5349282473e-01
-2.5449354109e-01,-2.5449354108e-01
-2.5548094359e-01,-2.5548094325e-01
-2.5645497639e-01,-2.5645497628e-01
-2.5741558425e-01,-2.5741558382e-01
-2.5836271263e-01,-2.5836271234e-01
-2.5929630768e-01,-2.5929630734e-01
-2.6021631623e-01,-2.6021631621e-01
-2.6112268580e-01,-2.6112268539e-01
-2.6201536462e-01,-2.6201536460e-01
-2.6289430159e-01,-2.6289430121e-01
-2.6375944633e-01,-2.6375944633e-01
-2.6461074918e-01,-2.6461074874e-01
-2.6544816117e-01,-2.6544816094e-01
-2.6627163403e-01,-2.6627163356e-01
-2.6708112022e-01,-2.6708112005e-01
-2.6787657293e-01,-2.6787657291e-01
-2.6865794604e-01,-2.6865794603e-01
-2.6942519417e-01,-2.6942519378e-01
-2.7017827266e-01,-2.7017827239e-01
-2.7091713760e-01,-2.7091713715e-01
-2.7164174577e-01,-2.7164174570e-01
-2.7235205473e-01,-2.7235205472e-01
-2.7304802275e-01,-2.7304802230e-01
-2.7372960883e-01,-2.7372960839e-01
-2.7439677275e-01,-2.7439677250e-01
-2.7504947500e-01,-2.7504947456e-01
-2.7568767683e-01,-2.7568767639e-01
-2.7631134026e-01,-2.7631133981e-01
-2.7692042802e-01,-2.7692042757e-01
-2.7751490363e-01,-2.7751490334e-01
-2.7809473135e-01,-2.7809473127e-01
-2.7865987622e-01,-2.7865987597e-01
-2.7921030403e-01,-2.7921030391e-01
-2.7974598132e-01,-2.7974598110e-01
-2.8026687543e-01,-2.8026687540e-01
-2.8077295444e-01,-2.8077295423e-01
-2.8126418722e-01,-2.8126418684e-01
-2.8174054340e-01,-2.8174054297e-01
-2.8220199340e-01,-2.8220199328e-01
-2.8264850840e-01,-2.8264850797e-01
-2.8308006039e-01,-2.8308006003e-01
-2.8349662211e-01,-2.8349662200e-01
-2.8389816710e-01,-2.8389816685e-01
-2.8428466969e-01,-2.8428466944e-01
-2.8465610498e-01,-2.8465610463e-01
-2.8501244888e-01,-2.8501244867e-01
-2.8535367809e-01,-2.8535367781e-01
-2.8567977008e-01,-2.8567976970e-01
-2.8599070314e-01,-2.8599070292e-01
-2.8628645635e-01,-2.8628645604e-01
-2.8656700959e-01,-2.8656700952e-01
-2.8683234353e-01,-2.8683234332e-01
-2.8708243966e-01,-2.8708243929e-01
-2.8731728025e-01,-2.8731728019e-01
-2.8753684839e-01,-2.8753684834e-01
-2.8774112798e-01,-2.8774112789e-01
-2.8793010371e-01,-2.8793010348e-01
-2.8810376110e-01,-2.8810376069e-01
-2.8826208647e-01,-2.8826208645e-01
-2.8840506695e-01,-2.8840506682e-01
-2.8853269047e-01,-2.8853269015e-01
-2.8864494581e-01,-2.8864494571e-01
-2.8874182253e-01,-2.8874182235e-01
-2.8882331102e-01,-2.8882331075e-01
-2.8888940249e-01,-2.8888940206e-01
-2.8894008897e-01,-2.8894008882e-01
-2.8897536329e-01,-2.8897536313e-01
-2.8899521913e-01,-2.8899521893e-01
-2.8899965096e-01,-2.8899965063e-01
-2.8898865411e-01,-2.8898865404e-01
-2.8896222469e-01,-2.8896222450e-01
-2.8892035966e-01,-2.8892035922e-01
-2.8886305679e-01,-2.8886305634e-01
-2.8879031470e-01,-2.8879031446e-01
-2.8870213281e-01,-2.8870213265e-01
-2.8859851138e-01,-2.8859851137e-01
-2.8847945148e-01,-2.8847945109e-01
-2.8834495503e-01,-2.8834495461e-01
-2.8819502475e-01,-2.8819502471e-01
-2.8802966422e-01,-2.8802966420e-01
-2.8784887783e-01,-2.8784887772e-01
-2.8765267079e-01,-2.8765267041e-01
-2.8744104917e-01,-2.8744104877e-01
-2.8721401983e-01,-2.8721401980e-01
-2.8697159049e-01,-2.8697159048e-01
-2.8671376968e-01,-2.8671376966e-01
-2.8644056678e-01,-2.8644056665e-01
-2.8615199198e-01,-2.8615199169e-01
-2.8584805631e-01,-2.8584805597e-01
-2.8552877162e-01,-2.8552877158e-01
-2.8519415061e-01,-2.8519415017e-01
-2.8484420679e-01,-2.8484420665e-01
-2.8447895450e-01,-2.8447895404e-01
-2.8409840892e-01,-2.8409840865e-01
-2.8370258605e-01,-2.8370258585e-01
-2.8329150273e-01,-2.8329150239e-01
-2.8286517662e-01,-2.8286517644e-01
-2.8242362620e-01,-2.8242362617e-01
-2.8196687079e-01,-2.8196687065e-01
-2.8149493053e-01,-2.8149493039e-01
-2.8100782640e-01,-2.8100782633e-01
-2.8050558018e-01,-2.8050557990e-01
-2.7998821450e-01,-2.7998821437e-01
-2.7945575279e-01,-2.7945575258e-01
-2.7890821934e-01,-2.7890821919e-01
-2.7834563923e-01,-2.7834563889e-01
-2.7776803837e-01,-2.7776803821e-01
-2.7717544350e-01,-2.7717544325e-01
-2.7656788217e-01,-2.7656788193e-01
-2.7594538276e-01,-2.7594538266e-01
-2.7530797446e-01,-2.7530797431e-01
-2.7465568729e-01,-2.7465568716e-01
-2.7398855206e-01,-2.7398855193e-01
-2.7330660044e-01,-2.7330660028e-01
-2.7260986486e-01,-2.7260986483e-01
-2.7189837860e-01,-2.7189837815e-01
-2.7117217575e-01,-2.7117217565e-01
-2.7043129120e-01,-2.7043129085e-01
-2.6967576064e-01,-2.6967576053e-01
-2.6890562060e-01,-2.6890562056e-01
-2.6812090837e-01,-2.6812090818e-01
-2.6732166209e-01,-2.6732166205e-01
-2.6650792068e-01,-2.6650792034e-01
-2.6567972387e-01,-2.6567972358e-01
-2.6483711217e-01,-2.6483711181e-01
-2.6398012692e-01,-2.6398012647e-01
-2.6310881024e-01,-2.6310880994e-01
-2.6222320504e-01,-2.6222320460e-01
-2.6132335503e-01,-2.6132335467e-01
-2.6040930471e-01,-2.6040930441e-01
-2.5948109938e-01,-2.5948109897e-01
-2.5853878511e-01,-2.5853878492e-01
-2.5758240876e-01,-2.5758240838e-01
-2.5661201799e-01,-2.5661201775e-01
-2.5562766123e-01,-2.5562766101e-01
-2.5462938767e-01,-2.5462938752e-01
-2.5361724732e-01,-2.5361724710e-01
-2.5259129092e-01,-2.5259129051e-01
-2.5155157001e-01,-2.5155156991e-01
-2.5049813691e-01,-2.5049813651e-01
-2.4943104467e-01,-2.4943104433e-01
-2.4835034714e-01,-2.4835034693e-01
-2.4725609893e-01,-2.4725609878e-01
-2.4614835540e-01,-2.4614835531e-01
-2.4502717266e-01,-2.4502717238e-01
-2.4389260761e-01,-2.4389260728e-01
-2.4274471786e-01,-2.4274471775e-01
-2.4158356181e-01,-2.4158356152e-01
-2.4040919858e-01,-2.4040919822e-01
-2.3922168805e-01,-2.3922168789e-01
-2.3802109085e-01,-2.3802109063e-01
-2.3680746832e-01,-2.3680746788e-01
-2.3558088257e-01,-2.3558088252e-01
-2.3434139643e-01,-2.3434139602e-01
-2.3308907345e-01,-2.3308907310e-01
-2.3182397794e-01,-2.3182397755e-01
-2.3054617490e-01,-2.3054617457e-01
-2.2925573008e-01,-2.2925572982e-01
-2.2795270992e-01,-2.2795270989e-01
-2.2663718161e-01,-2.2663718136e-01
-2.2530921303e-01,-2.2530921269e-01
-2.2396887277e-01,-2.2396887233e-01
-2.2261623014e-01,-2.2261623014e-01
-2.2125135514e-01,-2.2125135502e-01
-2.1987431848e-01,-2.1987431822e-01
-2.1848519156e-01,-2.1848519146e-01
-2.1708404647e-01,-2.1708404645e-01
-2.1567095599e-01,-2.1567095583e-01
-2.1424599360e-01,-2.1424599318e-01
-2.1280923345e-01,-2.1280923299e-01
-2.1136075037e-01,-2.1136075025e-01
-2.0990061986e-01,-2.0990061946e-01
-2.0842891810e-01,-2.0842891792e-01
-2.0694572193e-01,-2.0694572153e-01
-2.0545110887e-01,-2.0545110852e-01
-2.0394515709e-01,-2.0394515665e-01
-2.0242794541e-01,-2.0242794510e-01
-2.0089955331e-01,-2.0089955302e-01
-1.9936006091e-01,-1.9936006051e-01
-1.9780954899e-01,-1.9780954858e-01
-1.9624809896e-01,-1.9624809874e-01
-1.9467579287e-01,-1.9467579247e-01
-1.9309271341e-01,-1.9309271313e-01
-1.9149894387e-01,-1.9149894360e-01
-1.8989456821e-01,-1.8989456818e-01
-1.8827967096e-01,-1.8827967066e-01
-1.8665433731e-01,-1.8665433722e-01
-1.8501865303e-01,-1.8501865258e-01
-1.8337270452e-01,-1.8337270431e-01
-1.8171657878e-01,-1.8171657855e-01
-1.8005036338e-01,-1.8005036330e-01
-1.7837414652e-01,-1.7837414611e-01
-1.7668801698e-01,-1.7668801686e-01
-1.7499206411e-01,-1.7499206401e-01
-1.7328637787e-01,-1.7328637745e-01
-1.7157104876e-01,-1.7157104844e-01
-1.6984616789e-01,-1.6984616779e-01
-1.6811182691e-01,-1.6811182676e-01
-1.6636811804e-01,-1.6636811802e-01
-1.6461513405e-01,-1.6461513378e-01
-1.6285296829e-01,-1.6285296809e-01
-1.6108171464e-01,-1.6108171456e-01
-1.5930146751e-01,-1.5930146724e-01
-1.5751232187e-01,-1.5751232160e-01
-1.5571437323e-01,-1.5571437310e-01
-1.5390771759e-01,-1.5390771721e-01
-1.5209245152e-01,-1.5209245123e-01
-1.5026867209e-01,-1.5026867203e-01
-1.4843647687e-01,-1.4843647648e-01
-1.4659596396e-01,-1.4659596374e-01
-1.4474723196e-01,-1.4474723162e-01
-1.4289037997e-01,-1.4289037976e-01
-1.4102550757e-01,-1.4102550736e-01
-1.3915271484e-01,-1.3915271452e-01
-1.3727210235e-01,-1.3727210229e-01
-1.3538377113e-01,-1.3538377080e-01
-1.3348782271e-01,-1.3348782249e-01
-1.3158435906e-01,-1.3158435887e-01
-1.2967348262e-01,-1.2967348238e-01
-1.2775529630e-01,-1.2775529595e-01
-1.2582990346e-01,-1.2582990341e-01
-1.2389740788e-01,-1.2389740767e-01
-1.2195791382e-01,-1.2195791351e-01
-1.2001152595e-01,-1.2001152569e-01
-1.1805834937e-01,-1.1805834901e-01
-1.1609848962e-01,-1.1609848961e-01
-1.1413205265e-01,-1.1413205229e-01
-1.1215914482e-01,-1.1215914460e-01
-1.1017987290e-01,-1.1017987272e-01
-1.0819434406e-01,-1.0819434375e-01
-1.0620266589e-01,-1.0620266572e-01
-1.0420494634e-01,-1.0420494620e-01
-1.0220129375e-01,-1.0220129369e-01
-1.0019181685e-01,-1.0019181669e-01
