x,y
1.9034438023e-02,1.9034437835e-02
1.8193964231e-02,1.8193963915e-02
1.7353254970e-02,1.7353254836e-02
1.6512317331e-02,1.6512317117e-02
1.5671158408e-02,1.5671158209e-02
1.4829785304e-02,1.4829785097e-02
1.3988205123e-02,1.3988204766e-02
1.3146424977e-02,1.3146424666e-02
1.2304451982e-02,1.2304451782e-02
1.1462293260e-02,1.1462293100e-02
1.0619955937e-02,1.0619955603e-02
9.7774471449e-03,9.7774467431e-03
8.9347740193e-03,8.9347739704e-03
8.0919437016e-03,8.0919433385e-03
7.2489633377e-03,7.2489632294e-03
6.4058400783e-03,6.4058396965e-03
5.5625810788e-03,5.5625806563e-03
4.7191934989e-03,4.7191930935e-03
3.8756845033e-03,3.8756844588e-03
3.0320612609e-03,3.0320608057e-03
2.1883309450e-03,2.1883305162e-03
1.3445007334e-03,1.3445005752e-03
5.0057780830e-04,5.0057750195e-04
-3.4343064408e-04,-3.4343032166e-04
-1.1875174332e-03,-1.1875173077e-03
-2.0316753643e-03,-2.0316750742e-03
-2.8758972388e-03,-2.8758971021e-03
-3.7201758538e-03,-3.7201754749e-03
-4.5645040027e-03,-4.5645036735e-03
-5.4088744749e-03,-5.4088742472e-03
-6.2532800560e-03,-6.2532797456e-03
-7.0977135276e-03,-7.0977131836e-03
-7.9421676680e-03,-7.9421675764e-03
-8.7866352516e-03,-8.7866350077e-03
-9.6311090491e-03,-9.6311089583e-03
-1.0475581828e-02,-1.0475581512e-02
-1.1320046352e-02,-1.1320046149e-02
-1.2164495381e-02,-1.2164494954e-02
-1.3008921674e-02,-1.3008921407e-02
-1.3853317982e-02,-1.3853317592e-02
-1.4697677058e-02,-1.4697676990e-02
-1.5541991648e-02,-1.5541991219e-02
-1.6386254496e-02,-1.6386254225e-02
-1.7230458345e-02,-1.7230458092e-02
-1.8074595932e-02,-1.8074595835e-02
-1.8918659992e-02,-1.8918659538e-02
-1.9762643258e-02,-1.9762643147e-02
-2.0606538460e-02,-2.0606538281e-02
-2.1450338325e-02,-2.1450337954e-02
-2.2294035576e-02,-2.2294035181e-02
-2.3137622936e-02,-2.3137622513e-02
-2.3981093124e-02,-2.3981092963e-02
-2.4824438856e-02,-2.4824438617e-02
-2.5667652846e-02,-2.5667652488e-02
-2.6510727807e-02,-2.6510727592e-02
-2.7353656448e-02,-2.7353656013e-02
-2.8196431475e-02,-2.8196431231e-02
-2.9039045595e-02,-2.9039045330e-02
-2.9881491510e-02,-2.9881491326e-02
-3.0723761922e-02,-3.0723761767e-02
-3.1565849528e-02,-3.1565849204e-02
-3.2407747026e-02,-3.2407746650e-02
-3.3249447112e-02,-3.3249446657e-02
-3.4090942478e-02,-3.4090942238e-02
-3.4932225817e-02,-3.4932225477e-02
-3.5773289817e-02,-3.5773289390e-02
-3.6614127168e-02,-3.6614126991e-02
-3.7454730556e-02,-3.7454730365e-02
-3.8295092667e-02,-3.8295092527e-02
-3.9135206184e-02,-3.9135206025e-02
-3.9975063789e-02,-3.9975063410e-02
-4.0814658165e-02,-4.0814658161e-02
-4.1653981991e-02,-4.1653981898e-02
-4.2493027945e-02,-4.2493027635e-02
-4.3331788705e-02,-4.3331788387e-02
-4.4170256949e-02,-4.4170256704e-02
